Player,Zone %,Zone Swing %,Zone Contact %,Chase %,Chase Contact %,Edge %,1st Pitch Swing %,Swing %,Whiff %,Meatball %,Meatball Swing %,BBE,GB %,FB %,LD %,PU %,Pull %,Straight %,Oppo %,Weak %,Topped %,Under %,Flare/Burner %,Solid %,Launch Angle Sweet-Spot %,Pitches,Batted Balls,Barrels,Barrel %,Hard Hit %,Exit Velocity,Launch Angle,XBA,XSLG,XWOBA,XWOBACON,,Hit_Score,Walk_Score,Bats_Score,Bases_Score
"Semien, Marcus",48.9,75.9,88.1,25.2,56.0,43.1,35.6,50.0,20.2,8.2,92.1,546,39.6,30.0,22.5,7.9,46.0,33.7,20.3,4.8,26.7,31.1,25.5,4.8,33.0,2626,546,36,6.6,35.2,87.4,17.0,0.251,0.391,0.313,0.328,,-0.698,-0.219,-0.219,-0.842
"Heim, Jonah",50.2,76.3,85.6,32.1,64.2,44.5,38.7,54.3,20.7,8.1,82.6,371,41.8,27.5,22.6,8.1,38.3,36.9,24.8,3.8,31.3,28.8,24.0,5.9,29.9,1781,371,22,5.9,36.4,88.5,14.5,0.228,0.356,0.277,0.311,,-0.349,-0.225,-0.226,-0.584
"Kelly, Carson",49.6,66.7,86.0,24.4,52.4,44.4,27.5,45.5,22.8,6.9,83.8,227,46.3,28.6,18.1,7.0,38.8,39.2,22.0,5.7,33.0,23.8,22.5,7.9,27.3,1173,227,15,6.6,39.4,87.6,13.6,0.235,0.401,0.314,0.339,,-0.534,-0.231,-0.231,-0.179
"Carter, Evan",52.5,56.0,83.8,18.5,50.9,44.4,26.5,38.3,23.4,8.5,76.4,102,40.2,29.4,20.6,9.8,41.2,34.3,24.5,4.9,29.4,31.4,22.5,5.9,33.3,648,102,6,5.9,32.4,86.0,13.9,0.208,0.332,0.281,0.331,,-2.594,-0.235,-0.235,-2.151
"Jankowski, Travis",54.6,64.9,84.8,20.7,54.5,44.7,27.1,44.8,20.7,8.1,74.2,146,59.6,16.4,18.5,5.5,30.8,35.6,33.6,4.1,50.0,24.0,18.5,2.7,25.3,819,146,1,0.7,24.7,85.4,5.9,0.207,0.252,0.241,0.261,,-3.005,-0.234,-0.234,-4.699
"Berroa, Steward",49.7,57.1,73.1,18.5,52.9,42.1,22.2,37.7,27.5,4.9,100.0,23,39.1,26.1,17.4,17.4,56.5,26.1,17.4,8.7,21.7,39.1,30.4,0.0,26.1,183,23,0,0.0,21.7,84.7,16.3,0.142,0.183,0.24,0.229,,-5.121,-0.243,-0.243,-5.422
"Horwitz, Spencer",51.1,65.4,84.5,25.7,70.4,46.4,24.7,46.0,19.4,7.4,71.8,262,42.0,25.6,24.0,8.4,37.4,32.4,30.2,2.7,31.3,23.3,26.3,8.4,37.4,1582,262,21,8.0,36.6,88.2,13.7,0.254,0.419,0.338,0.364,,-0.365,-0.234,-0.234,0.65
"De Los Santos, Luis",48.8,55.9,84.8,32.3,55.0,43.8,32.3,43.8,26.4,6.6,75.0,19,57.9,15.8,26.3,0.0,21.1,31.6,47.4,10.5,42.1,15.8,26.3,5.3,26.3,121,19,0,0.0,42.1,84.9,-5.7,0.184,0.227,0.214,0.277,,-0.937,-0.243,-0.243,-3.099
"Bichette, Bo",49.1,76.3,88.6,37.1,57.2,43.8,43.0,56.4,22.0,7.6,82.0,249,47.0,17.7,30.9,4.4,26.9,36.5,36.5,4.0,36.9,20.5,25.3,7.2,31.3,1186,249,11,4.4,43.5,89.2,7.2,0.255,0.375,0.303,0.347,,2.312,-0.235,-0.235,1.063
"Clase, Jonatan",47.9,73.4,79.8,29.5,53.7,43.4,39.4,50.6,25.2,4.5,91.7,44,36.4,38.6,20.5,4.5,34.1,47.7,18.2,4.5,27.3,40.9,20.5,6.8,27.3,267,44,0,0.0,29.5,87.9,15.1,0.169,0.243,0.217,0.245,,-0.56,-0.243,-0.242,-1.787
"Wagner, Will",50.0,65.9,92.5,28.0,52.9,47.5,23.3,47.0,19.3,6.9,88.0,66,50.0,15.2,33.3,1.5,36.4,42.4,21.2,6.1,34.8,9.1,33.3,7.6,39.4,364,66,6,9.1,50.0,90.6,5.1,0.321,0.488,0.364,0.433,,3.419,-0.242,-0.242,3.397
"Lukes, Nathan",50.0,73.0,86.9,29.8,77.4,41.6,34.1,51.4,14.8,9.6,88.2,72,44.4,23.6,25.0,6.9,29.2,26.4,44.4,5.6,31.9,26.4,26.4,4.2,36.1,356,72,3,4.2,27.8,88.9,13.6,0.284,0.389,0.326,0.316,,-0.584,-0.242,-0.241,-1.393
"Kirk, Alejandro",48.9,65.7,90.2,28.3,71.3,42.7,31.7,46.6,15.7,7.0,76.2,298,46.0,19.1,25.8,9.1,29.9,38.6,31.5,4.0,35.9,20.8,25.2,7.0,34.6,1495,298,20,6.7,40.9,89.4,10.8,0.257,0.392,0.324,0.335,,0.856,-0.233,-0.233,0.851
"Martinez, Orelvis",45.5,60.0,100.0,50.0,0.0,45.5,0.0,54.5,50.0,0.0,0.0,2,50.0,0.0,50.0,0.0,50.0,50.0,0.0,0.0,50.0,0.0,50.0,0.0,50.0,11,2,0,0.0,0.0,75.4,0.9,0.312,0.361,0.297,0.445,,0.608,-0.244,-0.244,-2.493
"Springer, George",51.6,73.0,81.4,23.5,52.7,43.4,39.9,49.1,25.3,6.6,87.5,432,49.8,22.2,22.2,5.8,37.0,40.7,22.2,6.5,36.3,21.3,21.5,4.4,29.2,2304,432,40,9.3,37.4,87.5,9.4,0.244,0.402,0.322,0.351,,0.357,-0.228,-0.228,1.321
"Guerrero Jr., Vladimir",49.9,68.6,84.9,27.5,62.7,41.2,27.4,48.0,21.5,7.7,79.5,524,47.7,21.2,26.9,4.2,33.6,41.8,24.6,2.9,34.7,18.1,23.9,6.3,35.1,2602,524,72,13.7,54.9,93.8,7.4,0.321,0.567,0.408,0.448,,4.31,-0.225,-0.225,6.354
"Schneider, Davis",47.8,64.0,77.5,22.9,48.5,40.8,27.1,42.5,30.6,7.8,80.5,258,29.8,39.9,22.1,8.1,46.1,27.1,26.7,3.5,19.4,35.7,22.9,6.6,38.0,1974,258,31,12.0,38.0,88.6,21.4,0.198,0.358,0.292,0.374,,-1.039,-0.235,-0.234,1.737
"Clement, Ernie",51.2,70.1,90.0,43.3,76.8,45.2,41.8,57.0,14.4,6.7,75.3,397,38.8,27.2,24.4,9.6,42.6,37.0,20.4,6.5,27.7,32.0,24.4,5.3,34.3,1449,397,15,3.8,24.9,85.5,16.3,0.252,0.373,0.282,0.298,,-0.318,-0.229,-0.231,-0.8
"Varsho, Daulton",49.1,70.3,79.3,25.9,55.0,45.8,33.6,47.6,27.0,7.0,81.7,324,33.0,30.6,18.2,18.2,47.5,29.0,23.5,9.9,19.8,36.1,19.1,9.0,30.2,2048,324,20,6.2,34.0,86.1,24.4,0.186,0.316,0.261,0.304,,-1.681,-0.232,-0.232,-0.626
"Loperfido, Joey",49.6,72.8,76.2,32.4,37.8,43.8,43.1,52.4,35.4,8.2,75.6,150,41.3,27.3,26.0,5.3,48.7,29.3,22.0,3.3,32.0,24.7,30.7,5.3,40.7,1003,150,6,4.0,34.7,88.3,12.9,0.204,0.311,0.254,0.365,,0.156,-0.239,-0.238,-0.1
"Jiménez, Leo",50.5,64.3,80.0,27.9,55.6,41.2,21.9,46.3,27.0,8.7,70.3,123,41.5,23.6,29.3,5.7,35.0,35.8,29.3,6.5,27.6,23.6,26.8,7.3,40.7,847,123,10,8.1,33.3,87.6,12.3,0.228,0.361,0.311,0.37,,-0.451,-0.24,-0.239,0.627
"Heineman, Tyler",54.1,72.7,79.2,25.0,57.1,34.4,43.8,50.8,22.6,3.3,50.0,6,16.7,66.7,0.0,16.7,50.0,33.3,16.7,16.7,0.0,83.3,0.0,0.0,16.7,61,6,0,0.0,16.7,82.8,37.4,0.061,0.093,0.224,0.133,,-5.724,-0.244,-0.244,-5.601
"Barger, Addison",50.4,61.0,80.3,31.5,56.0,42.1,30.2,46.3,27.6,8.0,63.8,149,43.0,26.8,20.8,9.4,37.6,33.6,28.9,6.0,30.2,24.8,23.5,5.4,32.9,859,149,13,8.7,38.3,88.3,12.1,0.228,0.387,0.291,0.369,,0.184,-0.239,-0.238,1.644
"Larnach, Trevor",48.9,63.5,84.7,25.6,42.2,43.4,20.8,44.1,27.9,6.6,76.9,268,44.0,26.9,25.4,3.7,42.5,33.6,23.9,1.9,30.2,25.0,23.9,8.6,36.2,1576,268,27,10.1,45.1,92.0,12.4,0.259,0.458,0.345,0.405,,1.815,-0.223,-0.223,2.407
"Helman, Michael",67.9,57.9,72.7,44.4,50.0,50.0,50.0,53.6,33.3,14.3,25.0,7,42.9,28.6,14.3,14.3,14.3,42.9,42.9,0.0,28.6,42.9,28.6,0.0,14.3,28,7,0,0.0,28.6,86.1,19.8,0.116,0.15,0.114,0.162,,-2.185,-0.233,-0.233,-2.468
"Keirsey Jr., DaShawn",58.0,79.3,82.6,14.3,0.0,40.0,21.4,52.0,26.9,8.0,50.0,12,41.7,33.3,25.0,0.0,50.0,25.0,25.0,0.0,33.3,16.7,25.0,8.3,50.0,50,12,2,16.7,33.3,84.7,4.5,0.247,0.429,0.322,0.315,,-2.657,-0.233,-0.233,-1.36
"Correa, Carlos",47.7,65.5,86.5,25.5,63.4,39.6,33.5,44.6,20.4,7.3,81.0,262,44.3,22.9,27.1,5.7,33.2,36.3,30.5,1.9,37.8,22.5,21.0,7.6,34.4,1375,262,24,9.2,44.7,90.3,8.9,0.274,0.451,0.355,0.387,,1.358,-0.224,-0.224,1.128
"Jeffers, Ryan",47.6,64.1,84.0,34.3,63.1,42.1,29.2,48.5,23.6,6.7,73.8,325,39.1,28.9,21.2,10.8,37.2,37.8,24.9,6.2,27.7,30.2,21.8,5.8,31.7,1807,325,27,8.3,33.8,86.9,16.2,0.227,0.386,0.304,0.336,,-0.579,-0.221,-0.221,0.1
"Castro, Willi",48.1,72.7,82.2,31.7,46.2,42.7,35.9,51.4,29.0,8.1,77.0,413,40.0,27.1,27.4,5.6,40.4,34.1,25.4,5.6,26.4,25.9,26.6,8.0,39.0,2509,413,29,7.0,36.8,87.4,13.6,0.244,0.381,0.32,0.371,,0.407,-0.218,-0.217,-0.146
"Kepler, Max",49.7,74.3,84.6,30.5,53.5,44.8,38.1,52.3,24.4,7.1,86.9,291,35.1,31.3,25.8,7.9,40.5,33.3,26.1,2.7,24.1,35.1,24.1,7.2,35.4,1498,291,18,6.2,36.8,88.9,16.8,0.247,0.381,0.301,0.348,,0.385,-0.222,-0.223,-0.301
"Lewis, Royce",47.1,72.8,80.6,33.3,58.1,40.8,40.6,51.9,27.0,6.2,82.9,223,36.8,30.5,21.1,11.7,46.6,34.1,19.3,5.8,26.5,30.5,20.6,5.4,36.3,1233,223,25,11.2,37.7,87.1,16.8,0.243,0.431,0.318,0.38,,0.257,-0.225,-0.225,1.434
"Camargo, Jair",32.1,55.6,60.0,31.6,50.0,53.6,28.6,39.3,45.5,10.7,33.3,3,100.0,0.0,0.0,0.0,66.7,33.3,0.0,0.0,66.7,0.0,33.3,0.0,0.0,28,3,0,0.0,0.0,78.5,-1.1,0.096,0.105,0.173,0.175,,-8.638,-0.234,-0.233,-9.2
"Santana, Carlos",47.9,64.9,83.4,23.4,59.7,42.8,23.6,43.3,23.3,7.0,72.8,424,38.0,28.8,22.2,11.1,52.6,30.9,16.5,2.6,27.8,32.3,23.1,6.6,30.9,2423,424,31,7.3,39.9,89.2,16.1,0.246,0.415,0.33,0.348,,-0.515,-0.217,-0.217,-0.29
"Margot, Manuel",50.3,68.4,86.0,30.3,62.9,42.7,26.2,49.5,20.6,7.7,81.2,265,41.9,23.8,24.9,9.4,27.2,46.8,26.0,3.8,30.2,27.9,27.2,5.3,30.9,1308,265,13,4.9,33.6,88.2,13.8,0.261,0.379,0.308,0.336,,0.926,-0.223,-0.224,-0.267
"Vázquez, Christian",51.2,68.5,86.0,34.1,64.2,43.8,36.5,51.7,20.8,6.5,79.7,238,40.8,29.4,22.7,7.1,37.0,39.1,23.9,4.6,27.3,29.8,28.2,6.3,36.1,1141,238,9,3.8,36.6,88.5,16.1,0.232,0.348,0.265,0.317,,0.276,-0.225,-0.225,-0.788
"Martin, Austin",52.9,69.6,84.3,18.4,51.9,41.4,33.9,45.5,21.4,9.9,84.8,188,43.1,23.4,29.3,4.3,46.3,37.2,16.5,5.9,28.2,24.5,35.1,5.3,39.4,934,188,2,1.1,33.5,87.2,12.7,0.259,0.341,0.297,0.325,,-1.127,-0.226,-0.227,-3.539
"Farmer, Kyle",51.8,63.2,86.5,32.7,60.4,41.7,26.1,48.5,22.0,9.0,78.5,168,35.1,36.3,22.6,6.0,37.5,40.5,22.0,3.6,24.4,35.7,25.0,6.0,36.3,882,168,9,5.4,29.8,87.7,17.9,0.225,0.361,0.294,0.322,,-0.773,-0.227,-0.227,-0.809
"Buxton, Byron",49.1,76.3,77.5,32.6,46.3,44.3,45.1,54.0,32.1,7.6,84.7,258,29.1,31.4,27.9,11.6,46.5,35.7,17.8,2.7,22.1,32.6,20.9,8.5,39.5,1458,258,34,13.2,48.1,91.7,19.8,0.264,0.502,0.353,0.448,,3.418,-0.224,-0.224,5.214
"Lee, Brooks",51.8,67.6,89.8,35.8,59.4,44.3,32.1,52.3,20.2,7.2,72.7,147,41.5,25.2,24.5,8.8,39.5,38.1,22.4,2.7,33.3,30.6,23.1,5.4,36.7,614,147,6,4.1,24.5,85.8,12.5,0.243,0.34,0.274,0.299,,-1.237,-0.228,-0.228,-2.652
"Kirilloff, Alex",48.4,69.8,79.9,29.8,45.2,42.5,25.3,49.2,30.9,6.9,78.7,115,48.7,32.2,13.9,5.2,38.3,37.4,24.3,0.9,35.7,24.3,18.3,9.6,27.0,677,115,13,11.3,40.9,91.3,13.2,0.218,0.419,0.31,0.384,,1.34,-0.229,-0.229,2.738
"Wallner, Matt",47.7,71.7,68.8,26.0,43.6,42.2,39.8,47.8,38.4,6.2,85.9,126,31.0,34.1,23.0,11.9,49.2,34.9,15.9,2.4,15.9,26.2,27.8,10.3,38.1,1030,126,22,17.5,53.2,92.8,21.6,0.234,0.468,0.358,0.518,,3.03,-0.229,-0.228,6.529
"Julien, Edouard",50.4,63.1,77.6,17.8,36.7,44.1,31.9,40.6,30.9,7.3,77.8,164,45.1,31.7,23.2,0.0,36.0,32.9,31.1,3.7,34.1,22.0,22.6,7.9,38.4,1235,164,16,9.8,37.8,87.8,11.9,0.197,0.351,0.287,0.379,,-1.929,-0.227,-0.227,-0.775
"Miranda, Jose",47.1,70.9,87.4,35.6,60.0,40.1,37.9,52.3,22.5,7.0,73.1,339,38.6,26.3,26.3,8.8,40.1,38.9,20.9,3.2,30.7,31.3,21.2,7.7,33.9,1540,339,20,5.9,38.9,88.9,15.5,0.259,0.399,0.306,0.339,,1.579,-0.221,-0.221,0.662
"Wilson, Weston",48.0,65.9,79.2,27.4,37.0,40.1,27.6,45.9,33.9,7.1,74.1,60,33.3,23.3,26.7,16.7,40.0,28.3,31.7,8.3,18.3,25.0,20.0,11.7,35.0,379,60,9,15.0,50.0,89.7,19.1,0.224,0.417,0.312,0.407,,0.214,-0.25,-0.25,3.41
"Hays, Austin",50.5,72.6,81.9,35.9,48.0,42.0,40.9,54.4,29.1,10.9,70.7,179,39.7,25.7,25.1,9.5,44.7,35.2,20.1,3.4,30.7,29.6,21.2,7.8,30.2,845,179,12,6.7,40.2,88.9,14.9,0.234,0.363,0.287,0.344,,0.513,-0.246,-0.246,0.032
"Clemens, Kody",52.1,63.5,79.4,33.5,64.0,42.3,18.3,49.1,25.7,7.7,66.7,85,37.6,36.5,16.5,9.4,42.4,37.6,20.0,2.4,25.9,37.6,18.8,8.2,30.6,468,85,6,7.1,42.4,89.4,19.2,0.192,0.345,0.251,0.306,,-1.169,-0.249,-0.249,0.205
"Castellanos, Nick",49.1,79.0,80.6,37.8,48.1,42.7,51.1,58.0,30.1,6.6,86.5,469,38.4,30.5,26.9,4.3,37.5,37.7,24.7,2.8,25.4,27.3,29.4,6.8,39.0,2344,469,38,8.1,38.2,88.4,15.2,0.271,0.441,0.333,0.395,,1.752,-0.235,-0.236,1.636
"Stevenson, Cal",51.0,51.9,81.5,22.0,81.8,41.2,18.5,37.3,15.8,13.7,64.3,20,40.0,35.0,25.0,0.0,40.0,25.0,35.0,5.0,35.0,30.0,20.0,0.0,25.0,102,20,2,10.0,25.0,85.6,12.2,0.239,0.378,0.312,0.318,,-5.678,-0.252,-0.252,-4.307
"Bohm, Alec",51.2,71.1,89.5,27.2,62.8,43.5,37.9,49.7,17.6,6.9,89.0,474,46.4,23.4,25.7,4.4,34.2,37.6,28.3,2.3,35.2,20.5,25.7,9.1,35.2,2122,474,32,6.8,45.6,90.4,10.1,0.288,0.444,0.342,0.372,,1.535,-0.235,-0.236,-0.175
"Marsh, Brandon",46.6,61.4,83.5,23.7,46.1,43.9,22.7,41.3,27.5,7.4,70.3,270,39.3,28.5,28.5,3.7,37.4,32.6,30.0,2.6,27.0,21.1,27.4,11.9,40.7,2007,270,27,10.0,47.4,91.6,13.8,0.236,0.406,0.324,0.439,,0.258,-0.243,-0.242,1.154
"Marchán, Rafael",55.9,62.4,91.2,25.6,63.6,43.6,26.8,46.2,15.6,8.7,70.6,44,31.8,29.5,34.1,4.5,36.4,31.8,31.8,4.5,15.9,29.5,40.9,0.0,47.7,195,44,4,9.1,31.8,86.2,16.7,0.336,0.52,0.393,0.438,,-0.41,-0.251,-0.251,-0.815
"Realmuto, J.T.",51.7,69.4,82.4,30.2,52.8,42.3,34.0,50.5,26.2,7.8,78.2,279,44.8,21.5,27.6,6.1,38.7,36.2,25.1,5.7,33.0,17.2,23.7,9.7,36.9,1583,279,29,10.4,46.6,89.2,9.4,0.268,0.459,0.339,0.424,,1.294,-0.242,-0.242,1.651
"Schwarber, Kyle",47.9,60.6,76.3,20.9,45.7,41.6,27.1,39.9,32.0,6.8,74.1,384,40.9,28.6,22.7,7.8,48.4,35.2,16.4,2.6,27.1,24.2,23.2,7.3,31.8,2852,384,60,15.6,55.5,93.6,15.0,0.256,0.512,0.38,0.489,,1.897,-0.238,-0.237,5.598
"Rojas, Johan",50.4,61.8,81.4,35.5,62.0,45.1,32.2,48.8,22.7,6.8,63.7,277,59.2,17.0,15.9,7.9,35.7,41.5,22.7,10.1,44.4,19.9,19.5,3.6,22.0,1329,277,7,2.5,27.4,85.7,4.8,0.225,0.292,0.25,0.285,,-2.347,-0.242,-0.243,-4.809
"Sosa, Edmundo",46.9,75.2,79.7,40.5,49.6,39.7,35.8,56.8,31.4,6.1,81.3,186,45.7,25.8,20.4,8.1,38.7,35.5,25.8,4.8,30.1,25.8,25.8,4.3,28.5,1050,186,16,8.6,41.4,89.2,12.8,0.243,0.387,0.305,0.369,,1.531,-0.246,-0.246,1.48
"Stott, Bryson",50.5,59.6,86.3,28.3,74.4,43.3,20.5,44.1,17.0,8.0,66.3,422,43.1,25.8,23.7,7.3,32.2,37.2,30.6,2.8,30.6,30.3,27.3,5.2,35.3,2307,422,15,3.6,30.8,87.0,14.0,0.254,0.363,0.306,0.324,,-2.185,-0.237,-0.237,-3.688
"Kennedy, Buddy",49.2,58.5,89.5,20.9,57.1,45.5,7.7,39.4,19.2,7.6,70.0,15,33.3,26.7,40.0,0.0,33.3,53.3,13.3,6.7,26.7,13.3,33.3,6.7,60.0,132,15,2,13.3,53.3,88.8,12.6,0.298,0.462,0.398,0.507,,2.515,-0.252,-0.252,2.9
"Turner, Trea",48.5,74.8,85.8,33.9,49.0,41.3,39.1,53.7,26.1,7.8,82.5,408,47.1,26.5,21.3,5.1,43.6,33.8,22.5,2.7,35.5,25.5,23.5,5.6,30.9,2043,408,28,6.9,40.7,89.1,11.5,0.264,0.419,0.318,0.364,,1.183,-0.238,-0.238,0.062
"Stubbs, Garrett",49.3,66.8,81.7,32.8,53.2,40.1,28.9,49.6,24.9,9.9,63.5,115,33.9,26.1,29.6,10.4,43.5,32.2,24.3,15.7,23.5,32.2,24.3,4.3,40.9,746,115,0,0.0,9.6,79.7,19.4,0.192,0.238,0.246,0.27,,-6.901,-0.248,-0.248,-8.453
"Harper, Bryce",43.3,78.2,84.9,33.4,52.4,39.6,47.4,52.9,26.7,6.2,86.3,415,38.6,30.4,27.0,4.1,34.2,34.5,31.3,2.7,26.5,24.6,25.5,9.6,36.1,2469,415,44,10.6,48.2,91.1,13.5,0.267,0.474,0.357,0.423,,2.558,-0.237,-0.237,3.059
"Acuña Jr., Ronald",51.5,71.0,77.0,21.4,56.4,44.1,43.2,47.0,27.5,7.8,84.5,139,51.8,21.6,23.0,3.6,41.7,36.0,22.3,3.6,36.7,18.7,24.5,6.5,31.7,905,139,13,9.4,48.2,92.2,8.5,0.261,0.427,0.35,0.41,,1.68,-0.229,-0.229,1.358
"Murphy, Sean",51.5,62.4,78.9,27.9,54.2,43.8,32.3,45.6,28.4,7.2,76.6,167,53.3,25.7,14.4,6.6,50.9,30.5,18.6,6.0,37.1,22.8,20.4,4.2,25.7,1065,167,16,9.6,36.5,88.0,10.5,0.214,0.399,0.308,0.364,,-2.037,-0.228,-0.228,-0.791
"Tromp, Chadwick",51.1,66.7,74.2,40.4,44.4,50.0,31.5,53.8,36.7,4.9,66.7,36,44.4,25.0,30.6,0.0,36.1,36.1,27.8,5.6,30.6,19.4,33.3,8.3,38.9,182,36,1,2.8,36.1,88.1,6.0,0.244,0.327,0.252,0.36,,1.612,-0.233,-0.233,-0.634
"Biggio, Cavan",53.8,55.4,83.9,18.1,46.3,44.7,26.3,38.2,23.8,8.2,73.1,118,36.4,27.1,22.0,14.4,33.9,44.9,21.2,8.5,26.3,33.9,22.9,5.9,37.3,955,118,3,2.5,16.9,82.0,21.2,0.179,0.239,0.256,0.293,,-6.283,-0.23,-0.229,-6.361
"Arcia, Orlando",49.9,70.8,82.3,27.6,50.3,41.6,32.9,49.1,26.6,7.3,74.1,431,49.9,21.3,20.2,8.6,46.2,33.2,20.6,3.0,40.4,25.8,18.6,6.5,29.9,2332,431,23,5.3,37.8,88.2,8.6,0.206,0.323,0.261,0.297,,-1.43,-0.218,-0.218,-2.493
"Duvall, Adam",48.7,65.4,84.2,33.5,50.2,43.8,28.5,49.0,27.7,8.0,75.0,205,31.2,35.1,18.0,15.6,49.3,33.2,17.6,6.8,20.5,37.6,19.5,4.9,27.8,1252,205,22,10.7,36.6,86.9,22.2,0.197,0.387,0.283,0.368,,-1.479,-0.226,-0.226,0.657
"Ozuna, Marcell",44.1,72.5,77.4,26.5,49.6,40.5,32.0,46.8,31.4,6.6,81.0,440,38.0,31.6,27.3,3.2,46.8,32.0,21.1,3.4,25.2,19.1,25.2,11.4,40.5,2875,440,68,15.5,53.4,92.1,14.4,0.286,0.572,0.402,0.508,,3.518,-0.217,-0.217,5.636
"Williams, Luke",53.5,72.8,85.1,28.7,39.1,45.9,36.5,52.3,25.6,5.2,66.7,34,38.2,41.2,14.7,5.9,41.2,32.4,26.5,2.9,26.5,44.1,17.6,5.9,23.5,172,34,1,2.9,29.4,89.6,18.6,0.166,0.266,0.234,0.257,,-2.919,-0.233,-0.233,-3.467
"Olson, Matt",48.1,72.3,78.0,28.7,63.4,43.1,34.0,49.7,26.3,6.9,82.3,435,35.9,30.3,26.0,7.8,38.4,34.7,26.9,3.7,25.3,27.6,23.0,7.4,35.4,2947,435,54,12.4,47.4,91.5,16.1,0.247,0.448,0.341,0.414,,1.543,-0.217,-0.217,2.97
"Alvarez Jr., Nacho",52.1,61.3,76.3,33.3,57.9,39.5,25.0,47.9,28.1,5.0,83.3,20,50.0,10.0,25.0,15.0,25.0,35.0,40.0,5.0,35.0,25.0,30.0,5.0,30.0,119,20,0,0.0,30.0,83.8,9.8,0.172,0.223,0.206,0.258,,-4.159,-0.234,-0.234,-5.597
"Albies, Ozzie",46.9,82.6,84.4,33.6,68.7,41.7,43.2,56.6,20.5,6.7,90.0,338,38.2,29.0,23.1,9.8,46.7,34.3,18.9,1.2,28.7,34.0,24.9,4.7,33.4,1649,338,21,6.2,32.0,88.4,18.4,0.246,0.387,0.302,0.323,,-0.422,-0.221,-0.222,-1.337
"Kelenic, Jarred",51.1,69.2,76.7,29.8,41.8,42.5,33.3,49.9,33.4,7.7,80.0,283,35.3,30.0,29.0,5.7,43.5,35.0,21.6,3.5,23.3,27.6,26.9,8.8,38.2,1758,283,28,9.9,45.2,89.8,16.0,0.241,0.412,0.308,0.409,,1.608,-0.223,-0.223,2.314
"Merrifield, Whit",48.5,66.2,87.8,25.8,63.8,41.6,26.6,45.4,18.7,6.8,75.6,245,45.7,24.5,23.7,6.1,35.9,31.0,33.1,8.2,29.0,29.4,27.3,3.3,34.3,1330,245,6,2.4,21.6,84.1,12.9,0.242,0.317,0.295,0.296,,-4.502,-0.225,-0.225,-6.726
"d'Arnaud, Travis",49.6,74.5,73.6,27.3,50.0,43.8,41.3,50.7,32.8,9.0,81.1,222,46.8,27.5,20.7,5.0,36.9,32.9,30.2,3.2,35.6,20.7,22.1,7.2,32.9,1353,222,23,10.4,41.0,89.9,11.6,0.236,0.434,0.322,0.402,,0.423,-0.226,-0.226,1.469
"Harris II, Michael",51.5,69.7,81.5,39.6,62.0,44.4,36.9,55.1,25.1,7.9,73.7,349,49.0,19.5,24.9,6.6,40.7,36.7,22.6,6.0,35.0,18.9,21.8,8.3,33.5,1685,349,35,10.0,47.0,90.5,7.5,0.284,0.461,0.344,0.41,,3.567,-0.221,-0.222,2.84
"White, Eli",58.1,66.7,87.1,23.9,43.8,43.8,26.2,48.8,21.8,5.6,77.8,27,59.3,25.9,11.1,3.7,44.4,33.3,22.2,7.4,40.7,18.5,18.5,3.7,25.9,160,27,3,11.1,48.1,88.7,8.3,0.205,0.328,0.263,0.33,,-1.038,-0.233,-0.233,-0.994
"Urshela, Gio",50.1,72.7,83.9,36.4,70.4,41.5,37.0,54.6,20.3,8.1,78.8,365,46.6,19.7,29.0,4.7,31.5,40.8,27.7,3.8,36.4,21.9,26.8,5.2,38.6,1693,365,18,4.9,28.4,86.4,10.5,0.264,0.389,0.302,0.337,,-0.172,-0.22,-0.221,-1.918
"Riley, Austin",50.1,72.1,81.3,28.0,49.8,42.9,33.3,50.1,27.5,7.1,86.8,309,36.2,31.1,26.9,5.8,35.9,37.5,26.5,1.3,26.9,27.2,20.7,8.4,37.2,1822,309,46,14.9,53.4,93.3,15.9,0.267,0.505,0.361,0.455,,3.877,-0.222,-0.222,5.555
"Laureano, Ramón",51.0,73.3,77.3,30.4,45.5,40.3,36.2,52.3,31.8,7.7,84.6,191,38.7,30.4,27.7,3.1,43.5,31.4,25.1,4.7,27.7,23.0,25.1,6.8,38.7,1180,191,24,12.6,40.8,89.2,13.3,0.235,0.43,0.311,0.423,,0.406,-0.227,-0.227,1.858
"Soler, Jorge",46.4,64.8,82.9,26.8,46.4,40.5,30.0,44.5,28.9,6.4,76.0,356,37.6,30.1,22.5,9.8,41.6,36.2,22.2,4.2,24.7,28.7,22.5,7.3,33.4,2361,356,45,12.6,44.1,90.5,17.9,0.244,0.447,0.346,0.412,,1.306,-0.221,-0.22,2.891
"Sosa, Lenyn",50.2,67.9,86.8,37.3,67.6,44.0,29.1,52.7,19.8,6.5,74.4,277,40.4,22.7,30.7,6.1,30.7,40.8,28.5,2.9,27.4,23.5,30.7,9.0,42.2,1377,277,17,6.1,41.2,89.0,12.3,0.278,0.419,0.316,0.385,,3.53,-0.24,-0.24,3.35
"Benintendi, Andrew",51.8,69.3,82.5,25.1,66.5,43.0,33.4,48.0,21.1,8.0,80.0,384,38.3,31.8,23.2,6.8,44.8,33.9,21.4,3.4,28.4,29.7,23.7,8.3,36.5,1995,384,24,6.3,34.4,88.0,16.1,0.243,0.389,0.303,0.337,,-0.564,-0.236,-0.236,0.543
