Name,Season,TB,xTB,BB,xBB,AB,xAB,H,xH,SB,xSB,CS,xCS,MB,xMB
Joe Panik,2020.0,36.0,30.614551789567486,20.0,18.29,120.0,121.08,27.0,35.47065305002382,0.0,0.0,0.0,0.0,12.0,12.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Anthony Rendon,2020.0,94.0,81.97916556381867,38.0,33.47,189.0,195.59,54.0,57.84551211793641,0.0,0.0,0.0,0.0,38.0,33.0
Jesse Winker,2020.0,81.0,74.45270669856313,28.0,26.89,149.0,157.28,38.0,41.885274513958024,1.0,1.0,0.0,0.0,30.0,28.0
Miguel Rojas,2020.0,62.0,33.40035382238477,16.0,15.58,125.0,125.1,38.0,32.71289937852601,5.0,5.0,1.0,1.0,24.0,12.0
Nick Markakis,2020.0,51.0,32.9100586639384,10.0,10.73,130.0,134.43,33.0,42.98790449241339,0.0,0.0,1.0,1.0,15.0,12.0
Austin Nola,2020.0,76.0,65.46189867276642,18.0,18.85,161.0,166.62,44.0,43.89543982653893,0.0,0.0,0.0,0.0,26.0,22.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Paul Goldschmidt,2020.0,89.0,95.19036668578576,37.0,33.37,191.0,202.69,58.0,53.577312736148606,1.0,1.0,0.0,0.0,37.0,35.0
,,,,,,,,,,,,,,,
Ryan O'Hearn,2020.0,34.0,30.723553668108778,18.0,16.47,113.0,121.6,22.0,32.09126104174354,0.0,0.0,0.0,0.0,10.0,11.0
Travis d'Arnaud,2020.0,88.0,58.75821794361937,16.0,15.49,165.0,165.09,53.0,43.872555536281745,1.0,1.0,0.0,0.0,34.0,20.0
Michael Brantley,2020.0,81.0,63.27668078199025,17.0,17.66,170.0,172.53,51.0,47.6375264901814,2.0,2.0,0.0,0.0,30.0,22.0
,,,,,,,,,,,,,,,
Gleyber Torres,2020.0,50.0,45.28399204905617,22.0,20.51,136.0,139.86,33.0,38.75906383427667,1.0,1.0,0.0,0.0,18.0,17.0
,,,,,,,,,,,,,,,
Lourdes Gurriel Jr.,2020.0,111.0,96.65300877756815,14.0,14.71,208.0,211.14,64.0,57.94799670026848,3.0,3.0,1.0,1.0,39.0,31.0
Freddie Freeman,2020.0,137.0,128.64797046401867,45.0,38.76,214.0,231.48,73.0,80.52472234095137,2.0,2.0,0.0,0.0,63.0,57.0
Josh Reddick,2020.0,71.0,72.54704502677363,20.0,19.55,188.0,186.39,46.0,47.61929560850557,1.0,1.0,0.0,0.0,23.0,24.0
Juan Soto,2020.0,107.0,104.92064021738895,41.0,35.62,154.0,167.15,54.0,51.25356554309561,6.0,6.0,2.0,2.0,52.0,45.0
Ehire Adrianza,2020.0,24.0,38.00974911621515,11.0,9.98,89.0,90.52,17.0,30.988332572898003,1.0,1.0,0.0,0.0,7.0,16.0
Josh Bell,2020.0,71.0,77.26039387774878,22.0,20.56,195.0,194.02,44.0,45.068190791124394,0.0,0.0,0.0,0.0,22.0,24.0
,,,,,,,,,,,,,,,
Pete Alonso,2020.0,102.0,99.38599595980958,24.0,23.21,208.0,205.14,48.0,43.966154522128015,1.0,1.0,0.0,0.0,32.0,29.0
,,,,,,,,,,,,,,,
Franmil Reyes,2020.0,95.0,96.70287136513318,24.0,26.8,211.0,214.15,58.0,46.60487438376371,0.0,0.0,0.0,0.0,33.0,29.0
James McCann,2020.0,52.0,28.7774453527326,8.0,8.25,97.0,103.02,28.0,26.974706528401768,1.0,1.0,1.0,1.0,17.0,9.0
Orlando Arcia,2020.0,72.0,66.43639024661185,14.0,14.41,173.0,172.82,45.0,47.21349881470969,2.0,2.0,0.0,0.0,23.0,22.0
,,,,,,,,,,,,,,,
Ryan Braun,2020.0,63.0,63.330569621789834,7.0,7.19,129.0,124.5,30.0,29.838280565501208,1.0,1.0,0.0,0.0,17.0,18.0
,,,,,,,,,,,,,,,
Ryan McMahon,2020.0,72.0,70.34846120820104,18.0,18.61,172.0,175.99,37.0,40.13578187767681,0.0,0.0,1.0,1.0,20.0,21.0
DJ LeMahieu,2020.0,115.0,72.64317931334148,18.0,18.05,195.0,202.13,71.0,61.13187793555373,3.0,3.0,0.0,0.0,49.0,27.0
Andrelton Simmons,2020.0,42.0,27.739953678231288,8.0,8.5,118.0,114.66,35.0,32.858116190928605,2.0,2.0,0.0,0.0,15.0,10.0
Danny Mendick,2020.0,41.0,24.725420987629704,6.0,7.23,107.0,104.7,26.0,19.913286215898857,0.0,0.0,1.0,1.0,11.0,6.0
,,,,,,,,,,,,,,,
Matt Olson,2020.0,89.0,93.0747087593362,34.0,33.84,210.0,217.61,41.0,51.07080051241185,1.0,1.0,0.0,0.0,28.0,32.0
,,,,,,,,,,,,,,,
Kole Calhoun,2020.0,100.0,94.92551461233428,28.0,26.45,190.0,195.33,43.0,49.77581786251828,1.0,1.0,1.0,1.0,32.0,32.0
Yan Gomes,2020.0,51.0,34.226040433384455,6.0,6.46,109.0,106.81,31.0,27.750783870600884,1.0,1.0,0.0,0.0,17.0,11.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Tony Wolters,2020.0,27.0,21.27728480604631,6.0,6.63,100.0,98.69,23.0,16.9782319438007,0.0,0.0,0.0,0.0,7.0,5.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Eric Thames,2020.0,39.0,27.408227595857497,14.0,12.34,123.0,128.04,25.0,32.10279947780799,1.0,1.0,0.0,0.0,11.0,9.0
Freddy Galvis,2020.0,57.0,54.073786080440925,13.0,13.13,141.0,142.28,31.0,33.46297720081699,1.0,1.0,1.0,1.0,16.0,16.0
Dominic Smith,2020.0,109.0,88.36518640202026,14.0,14.44,177.0,179.83,56.0,47.624535329492495,0.0,0.0,0.0,0.0,40.0,28.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
J.D. Martinez,2020.0,82.0,95.70007183664003,22.0,20.07,211.0,209.09,45.0,53.72015608544689,1.0,1.0,0.0,0.0,24.0,31.0
,,,,,,,,,,,,,,,
Shin-Soo Choo,2020.0,44.0,52.27675143680021,13.0,14.18,110.0,111.91,26.0,21.61817339347691,6.0,6.0,2.0,2.0,14.0,15.0
Eric Sogard,2020.0,32.0,40.50374587890917,11.0,11.34,115.0,112.24,24.0,25.084997566235103,0.0,0.0,0.0,0.0,9.0,12.0
Nomar Mazara,2020.0,40.0,37.448728793755635,10.0,10.18,136.0,135.35,31.0,33.27660844320358,0.0,0.0,1.0,1.0,11.0,11.0
Matt Kemp,2020.0,49.0,49.76486177375645,15.0,13.82,117.0,116.93,28.0,20.71580427719111,1.0,1.0,0.0,0.0,16.0,13.0
Garrett Cooper,2020.0,60.0,50.600304701083246,11.0,12.05,120.0,124.29,34.0,27.57777999049879,0.0,0.0,0.0,0.0,21.0,15.0
Johan Camargo,2020.0,44.0,36.798144164354326,6.0,6.94,120.0,119.41,24.0,26.809326399846697,0.0,0.0,0.0,0.0,10.0,10.0
Matt Carpenter,2020.0,44.0,61.250607399706624,23.0,21.99,140.0,147.04,26.0,33.94844826553951,0.0,0.0,0.0,0.0,13.0,20.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Rhys Hoskins,2020.0,76.0,85.97317472964045,29.0,26.74,151.0,154.0,37.0,41.497100679587064,1.0,1.0,0.0,0.0,28.0,33.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Kyle Seager,2020.0,88.0,103.56134453511586,32.0,32.46,203.0,211.14,49.0,59.31521741570408,5.0,5.0,0.0,0.0,32.0,40.0
Yoshi Tsutsugo,2020.0,62.0,64.01831872882892,26.0,26.61,157.0,164.43,31.0,47.91634761555912,0.0,0.0,0.0,0.0,19.0,25.0
Justin Turner,2020.0,69.0,76.62917524986226,18.0,17.74,150.0,158.25,46.0,46.50449332764933,1.0,1.0,0.0,0.0,27.0,28.0
Brandon Crawford,2020.0,80.0,74.24781463779603,15.0,13.96,172.0,169.68,44.0,43.44564297882046,1.0,1.0,2.0,2.0,24.0,22.0
,,,,,,,,,,,,,,,
Carlos Santana,2020.0,72.0,93.21017417331309,47.0,44.26,206.0,225.03,41.0,60.177866432331285,0.0,0.0,0.0,0.0,25.0,36.0
,,,,,,,,,,,,,,,
Darin Ruf,2020.0,45.0,29.2812191831151,13.0,11.97,87.0,90.48,24.0,16.426176230229196,1.0,1.0,0.0,0.0,17.0,8.0
Eric Hosmer,2020.0,74.0,65.14019508964822,9.0,9.21,143.0,144.27,41.0,40.84296814978408,4.0,4.0,0.0,0.0,25.0,22.0
Matt Joyce,2020.0,42.0,36.80985228285574,20.0,16.98,127.0,130.06,32.0,31.016743982066423,1.0,1.0,0.0,0.0,15.0,12.0
Sean Murphy,2020.0,53.0,52.43564425012926,24.0,22.3,116.0,122.47,27.0,31.355253778365956,0.0,0.0,0.0,0.0,19.0,19.0
Willie Calhoun,2020.0,26.0,20.119232998113887,5.0,6.72,100.0,100.65,19.0,33.24664962127777,0.0,0.0,0.0,0.0,6.0,7.0
Marwin Gonzalez,2020.0,56.0,64.95378876917677,17.0,16.0,175.0,182.61,37.0,49.893520316649145,0.0,0.0,0.0,0.0,16.0,22.0
Brock Holt,2020.0,26.0,36.9824986911664,9.0,9.27,95.0,97.48,20.0,26.220971483077463,1.0,1.0,0.0,0.0,7.0,13.0
Tommy La Stella,2020.0,88.0,87.82495638197909,27.0,26.19,196.0,201.74,55.0,52.80515462436945,1.0,1.0,0.0,0.0,33.0,31.0
Carson Kelly,2020.0,47.0,34.080864693431295,6.0,7.36,122.0,120.22,27.0,26.60780993339049,0.0,0.0,0.0,0.0,12.0,9.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Isaac Paredes,2020.0,29.0,21.80839659699714,8.0,8.79,100.0,99.7,22.0,21.69789920325266,0.0,0.0,0.0,0.0,8.0,6.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Vladimir Guerrero Jr.,2020.0,102.0,100.06240504591193,20.0,20.88,221.0,227.03,58.0,62.301246726776526,1.0,1.0,0.0,0.0,33.0,34.0
,,,,,,,,,,,,,,,
Rowdy Tellez,2020.0,61.0,45.09474217486627,11.0,9.78,113.0,114.52,32.0,27.281838565690435,0.0,0.0,1.0,1.0,20.0,13.0
Joey Votto,2020.0,83.0,85.61673048646395,37.0,34.75,186.0,192.58,42.0,44.90045231282116,0.0,0.0,0.0,0.0,29.0,30.0
Brandon Belt,2020.0,88.0,92.36474989772321,30.0,25.2,149.0,160.47,46.0,46.999751961206464,0.0,0.0,0.0,0.0,37.0,36.0
Ty France,2020.0,66.0,65.88670679255432,11.0,11.94,141.0,140.69,43.0,32.635409464379336,0.0,0.0,0.0,0.0,23.0,19.0
Rio Ruiz,2020.0,79.0,79.42074294365301,17.0,16.02,185.0,191.79,41.0,49.55368751897794,1.0,1.0,2.0,2.0,22.0,24.0
Austin Romine,2020.0,42.0,22.600004578112973,4.0,5.49,130.0,126.29,31.0,28.524928083519946,0.0,0.0,0.0,0.0,11.0,6.0
,,,,,,,,,,,,,,,
Salvador Perez,2020.0,95.0,77.71237202707991,3.0,4.12,150.0,147.35,50.0,41.76531419913143,1.0,1.0,0.0,0.0,33.0,24.0
Nelson Cruz,2020.0,110.0,91.91064094328627,25.0,22.81,185.0,188.56,56.0,42.96529442987453,0.0,0.0,0.0,0.0,42.0,29.0
Travis Shaw,2020.0,67.0,59.00545628073125,16.0,15.64,163.0,165.66,39.0,40.20514784100823,0.0,0.0,0.0,0.0,21.0,18.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Alex Gordon,2020.0,50.0,60.46283291387667,18.0,17.22,163.0,162.54,34.0,37.28209793433086,0.0,0.0,0.0,0.0,14.0,18.0
Wilmer Flores,2020.0,102.0,84.54601635058457,13.0,15.01,198.0,201.53,53.0,55.900788169645786,1.0,1.0,0.0,0.0,32.0,28.0
Gio Urshela,2020.0,74.0,65.20550771365058,18.0,16.53,151.0,150.67,45.0,44.42398617094102,1.0,1.0,0.0,0.0,28.0,24.0
Anthony Rizzo,2020.0,84.0,91.95773291945113,28.0,26.19,203.0,206.17,45.0,49.079596926144895,3.0,3.0,1.0,1.0,27.0,30.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Mike Moustakas,2020.0,65.0,65.7995519954698,18.0,16.72,139.0,144.55,32.0,39.70705443873409,1.0,1.0,0.0,0.0,21.0,23.0
Luke Voit,2020.0,130.0,109.18715138911082,17.0,17.51,213.0,214.83,59.0,56.250931650358474,0.0,0.0,0.0,0.0,43.0,35.0
,,,,,,,,,,,,,,,
Jay Bruce,2020.0,45.0,46.6048526221732,7.0,7.27,96.0,95.71,19.0,28.256856067061207,0.0,0.0,0.0,0.0,11.0,16.0
Josh Donaldson,2020.0,38.0,8.486923130354398,18.0,15.66,81.0,93.72,18.0,22.304207178717327,0.0,0.0,0.0,0.0,14.0,3.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Howie Kendrick,2020.0,35.0,31.82123960274211,7.0,6.78,91.0,93.43,25.0,23.898968915833635,0.0,0.0,0.0,0.0,11.0,10.0
Nolan Arenado,2020.0,79.0,76.34413866309009,15.0,13.83,182.0,173.56,46.0,48.3831009393323,0.0,0.0,0.0,0.0,24.0,25.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Maikel Franco,2020.0,102.0,90.61596454614968,16.0,16.93,223.0,222.02,62.0,56.00372790144972,1.0,1.0,0.0,0.0,34.0,28.0
,,,,,,,,,,,,,,,
Victor Caratini,2020.0,38.0,30.393269660140277,12.0,13.68,116.0,117.89,28.0,26.268935122412948,0.0,0.0,1.0,1.0,11.0,9.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Kurt Suzuki,2020.0,44.0,46.744204474033936,11.0,10.33,111.0,110.68,30.0,33.93176868959158,1.0,1.0,0.0,0.0,15.0,17.0
Tucker Barnhart,2020.0,38.0,57.10991780150951,12.0,10.85,98.0,97.13,20.0,22.54782378970544,0.0,0.0,0.0,0.0,11.0,18.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Mitch Moreland,2020.0,75.0,77.15928627604197,15.0,14.07,136.0,137.19,36.0,33.61472411854447,0.0,0.0,0.0,0.0,25.0,24.0
,,,,,,,,,,,,,,,
Todd Frazier,2020.0,60.0,56.916097851514024,11.0,11.97,157.0,159.38,37.0,35.90538912552626,1.0,1.0,1.0,1.0,17.0,16.0
Colin Moran,2020.0,84.0,86.98954039244725,19.0,17.41,178.0,181.25,44.0,47.01990102936357,0.0,0.0,0.0,0.0,27.0,28.0
Chance Sisco,2020.0,37.0,52.03311480317507,17.0,15.66,98.0,105.83,21.0,26.095773922862925,0.0,0.0,0.0,0.0,12.0,18.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Daniel Vogelbach,2020.0,45.0,41.73389787110935,20.0,19.29,115.0,124.21,24.0,24.192593835084303,0.0,0.0,0.0,0.0,15.0,13.0
Jedd Gyorko,2020.0,59.0,66.15435362002978,15.0,14.44,117.0,124.61,29.0,25.965825102968168,0.0,0.0,0.0,0.0,20.0,19.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Yasmani Grandal,2020.0,68.0,52.57687192875082,30.0,28.87,161.0,167.39,37.0,35.58705858889263,0.0,0.0,0.0,0.0,24.0,17.0
Jacob Stallings,2020.0,47.0,36.25200708828936,15.0,16.21,125.0,132.12,31.0,33.82588253714544,0.0,0.0,0.0,0.0,15.0,12.0
,,,,,,,,,,,,,,,
Wilson Ramos,2020.0,55.0,55.20230345628727,10.0,9.22,142.0,137.08,34.0,41.1563068594074,0.0,0.0,0.0,0.0,16.0,19.0
Miguel Cabrera,2020.0,85.0,86.73548239395038,24.0,21.84,204.0,210.92,51.0,54.4319733836457,1.0,1.0,0.0,0.0,28.0,29.0
Yadier Molina,2020.0,52.0,51.48160077820626,6.0,6.03,145.0,140.14,38.0,37.82434086575533,0.0,0.0,0.0,0.0,15.0,15.0
Justin Smoak,2020.0,43.0,25.766659874918332,10.0,11.84,119.0,123.65,21.0,29.523006818651112,0.0,0.0,0.0,0.0,10.0,8.0
Albert Pujols,2020.0,60.0,58.95506954227929,9.0,8.8,152.0,148.84,34.0,37.97290208573087,0.0,0.0,0.0,0.0,16.0,17.0
Trea Turner,2021.0,319.0,283.33619860163407,41.0,48.34,595.0,592.03,195.0,165.29817466689744,32.0,32.0,5.0,5.0,123.0,99.0
Tim Locastro,2021.0,35.0,41.640000185244844,7.0,8.02,139.0,134.6,25.0,21.29607439930792,5.0,5.0,3.0,3.0,7.0,8.0
Derek Hill,2021.0,54.0,47.96038183034706,10.0,9.79,139.0,131.29,36.0,30.66892670900419,6.0,6.0,3.0,3.0,16.0,14.0
,,,,,,,,,,,,,,,
Eli White,2021.0,61.0,78.32586546494295,18.0,18.96,198.0,197.35,35.0,38.65735086298381,4.0,4.0,3.0,3.0,15.0,20.0
Jorge Mateo,2021.0,73.0,69.23143870970955,9.0,11.16,194.0,190.12,48.0,40.25032371201198,10.0,10.0,3.0,3.0,21.0,18.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Jon Berti,2021.0,73.0,79.32718067656754,32.0,32.37,233.0,242.31,49.0,63.84521049634144,8.0,8.0,4.0,4.0,22.0,28.0
Byron Buxton,2021.0,152.0,127.67752236487154,13.0,17.74,235.0,232.25,72.0,60.298655789911145,9.0,9.0,1.0,1.0,53.0,41.0
Jo Adell,2021.0,53.0,62.41468378382322,8.0,7.68,130.0,131.84,32.0,25.59891230193614,2.0,2.0,1.0,1.0,15.0,15.0
Garrett Hampson,2021.0,172.0,163.20662569713087,33.0,37.13,453.0,437.71,106.0,101.15115379566299,17.0,17.0,7.0,7.0,49.0,48.0
Leody Taveras,2021.0,47.0,57.39644489863032,9.0,10.45,174.0,166.64,28.0,37.44299609459898,10.0,10.0,1.0,1.0,11.0,17.0
Adam Engel,2021.0,61.0,54.32298536986073,11.0,10.14,123.0,124.96,31.0,31.24606124664163,7.0,7.0,1.0,1.0,20.0,18.0
Edmundo Sosa,2021.0,112.0,102.83725889410684,17.0,17.78,288.0,276.08,78.0,60.24389835055107,4.0,4.0,4.0,4.0,34.0,26.0
Tyler O'Neill,2021.0,270.0,235.92121369627102,38.0,45.0,482.0,491.69,138.0,122.09923364020352,15.0,15.0,4.0,4.0,92.0,74.0
Anthony Alford,2021.0,54.0,43.460189665695054,12.0,11.59,133.0,132.82,31.0,21.30680618921329,5.0,5.0,6.0,6.0,14.0,8.0
Billy Hamilton,2021.0,48.0,35.11603149747097,4.0,4.92,127.0,120.11,28.0,23.46083871734689,9.0,9.0,0.0,0.0,13.0,9.0
Amed Rosario,2021.0,225.0,219.41180384191023,31.0,33.51,550.0,537.11,155.0,135.42234168208233,13.0,13.0,0.0,0.0,75.0,68.0
Harrison Bader,2021.0,169.0,143.74910001758514,27.0,29.35,367.0,363.13,98.0,81.1050231803579,9.0,9.0,4.0,4.0,53.0,40.0
Bradley Zimmer,2021.0,103.0,110.8290292675046,30.0,31.13,299.0,300.61,68.0,63.340310826076646,15.0,15.0,3.0,3.0,32.0,33.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Jarren Duran,2021.0,36.0,19.804732804155577,4.0,5.79,107.0,104.35,23.0,22.67091522762007,2.0,2.0,1.0,1.0,9.0,5.0
Myles Straw,2021.0,196.0,197.5283866222058,67.0,70.89,564.0,556.3,153.0,131.24447748182854,30.0,30.0,6.0,6.0,73.0,68.0
Andrew Stevenson,2021.0,65.0,60.8274781587304,13.0,13.14,192.0,191.15,44.0,46.77349309665303,1.0,1.0,1.0,1.0,18.0,18.0
Richie Martin,2021.0,28.0,17.078450409737286,4.0,5.02,98.0,98.05,23.0,25.03498441436146,0.0,0.0,2.0,2.0,7.0,5.0
Fernando Tatis Jr.,2021.0,292.0,265.18689740538684,62.0,59.87,478.0,480.19,135.0,132.91454937895614,25.0,25.0,4.0,4.0,110.0,98.0
Mike Trout,2021.0,73.0,69.14796319536816,27.0,24.01,117.0,127.5,39.0,29.034361666218466,2.0,2.0,0.0,0.0,34.0,25.0
Edward Olivares,2021.0,41.0,44.66500617154642,5.0,6.58,101.0,101.46,24.0,26.306638752195312,2.0,2.0,2.0,2.0,11.0,13.0
,,,,,,,,,,,,,,,
Kevin Kiermaier,2021.0,135.0,124.44476416625969,33.0,31.42,348.0,346.87,90.0,84.67502119840077,9.0,9.0,5.0,5.0,43.0,38.0
Jake Meyers,2021.0,64.0,63.338492764750214,10.0,12.16,146.0,144.47,38.0,30.263290007965985,3.0,3.0,0.0,0.0,20.0,18.0
Phil Gosselin,2021.0,125.0,120.79957976474881,24.0,24.93,345.0,341.29,90.0,77.28956187553484,4.0,4.0,2.0,2.0,39.0,34.0
Jazz Chisholm Jr.,2021.0,197.0,190.61276992047323,34.0,36.19,464.0,455.35,115.0,110.32670596934014,23.0,23.0,8.0,8.0,59.0,57.0
Tyler Wade,2021.0,41.0,48.7521962244133,16.0,15.98,127.0,132.74,34.0,27.77028477511835,17.0,17.0,6.0,6.0,16.0,15.0
Ryan McKenna,2021.0,45.0,58.14123793370476,24.0,23.81,169.0,171.98,31.0,36.42229542438215,1.0,1.0,0.0,0.0,13.0,18.0
Brandon Marsh,2021.0,84.0,88.35004261426509,20.0,23.32,236.0,241.41,60.0,54.16482219838307,6.0,6.0,1.0,1.0,27.0,27.0
,,,,,,,,,,,,,,,
Owen Miller,2021.0,59.0,65.81588269997104,9.0,10.64,191.0,183.5,39.0,39.58181157365462,2.0,2.0,0.0,0.0,14.0,17.0
,,,,,,,,,,,,,,,
Gavin Lux,2021.0,122.0,126.45359477043243,41.0,38.95,335.0,339.24,81.0,86.6487710098034,4.0,4.0,1.0,1.0,40.0,42.0
,,,,,,,,,,,,,,,
Nick Senzel,2021.0,35.0,37.89432609998444,12.0,9.75,111.0,105.74,28.0,36.62178623567439,2.0,2.0,5.0,5.0,10.0,13.0
Nick Solak,2021.0,166.0,182.27728183979207,34.0,35.72,458.0,451.25,111.0,107.97784820054822,7.0,7.0,5.0,5.0,48.0,53.0
Lane Thomas,2021.0,93.0,89.02832561856748,37.0,36.13,226.0,236.02,53.0,62.08288769936111,6.0,6.0,3.0,3.0,32.0,32.0
Luke Williams,2021.0,31.0,25.576664032274877,10.0,9.43,98.0,95.6,24.0,26.413489912836702,2.0,2.0,2.0,2.0,9.0,9.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Sam Hilliard,2021.0,99.0,97.30095759375185,23.0,24.51,214.0,215.22,46.0,37.92610617161975,5.0,5.0,0.0,0.0,30.0,26.0
Tommy Edman,2021.0,248.0,266.3177957099696,38.0,45.33,641.0,620.29,168.0,158.49518449655181,30.0,30.0,5.0,5.0,79.0,85.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Brandon Nimmo,2021.0,142.0,128.30923482026543,54.0,50.67,325.0,330.38,95.0,88.09228035469208,5.0,5.0,4.0,4.0,55.0,46.0
DJ Peters,2021.0,94.0,89.22133540664949,12.0,12.47,223.0,211.94,44.0,43.852644830565794,2.0,2.0,0.0,0.0,23.0,23.0
J.T. Realmuto,2021.0,209.0,209.42624226580614,48.0,44.29,476.0,477.36,125.0,126.29890254859457,13.0,13.0,3.0,3.0,70.0,70.0
Chris Taylor,2021.0,222.0,210.90881464627785,63.0,61.69,507.0,501.81,129.0,123.594449861985,13.0,13.0,1.0,1.0,77.0,72.0
Akil Baddoo,2021.0,180.0,165.51663060431557,45.0,45.61,413.0,404.59,107.0,94.16843658975063,18.0,18.0,4.0,4.0,62.0,53.0
Magneuris Sierra,2021.0,56.0,60.231375497178405,15.0,15.7,209.0,196.71,48.0,44.684654124112875,11.0,11.0,0.0,0.0,18.0,19.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Trent Grisham,2021.0,191.0,186.22732877583172,54.0,57.79,462.0,472.6,112.0,119.13478346204256,13.0,13.0,5.0,5.0,62.0,63.0
Shohei Ohtani,2021.0,318.0,289.7087385517102,96.0,88.95,537.0,544.3,138.0,143.75954403891637,26.0,26.0,10.0,10.0,117.0,107.0
Jake Marisnick,2021.0,66.0,54.82041158326234,11.0,11.76,176.0,166.83,38.0,34.68452457144152,4.0,4.0,1.0,1.0,18.0,15.0
Nico Hoerner,2021.0,55.0,46.20229499869744,17.0,15.36,149.0,150.35,45.0,42.51483603511326,5.0,5.0,3.0,3.0,20.0,16.0
Victor Reyes,2021.0,87.0,85.73329784937044,8.0,8.6,209.0,206.39,54.0,46.867459174915076,5.0,5.0,1.0,1.0,25.0,23.0
Randy Arozarena,2021.0,243.0,219.42386739709997,56.0,59.32,529.0,518.17,145.0,131.38285168525874,20.0,20.0,10.0,10.0,82.0,72.0
Chas McCormick,2021.0,127.0,111.45803904906896,25.0,27.42,284.0,294.78,73.0,69.39374338044303,4.0,4.0,2.0,2.0,40.0,33.0
,,,,,,,,,,,,,,,
Michael Chavis,2021.0,48.0,21.121566069647187,1.0,2.69,121.0,113.06,30.0,18.789621430722995,1.0,1.0,2.0,2.0,11.0,4.0
Lorenzo Cain,2021.0,103.0,100.20417489135274,26.0,26.06,257.0,261.2,66.0,67.54266302729393,13.0,13.0,2.0,2.0,35.0,35.0
Willi Castro,2021.0,145.0,145.28813895785927,23.0,22.34,413.0,393.77,91.0,81.79067610012315,9.0,9.0,4.0,4.0,38.0,36.0
Andrew McCutchen,2021.0,214.0,211.36622011098981,81.0,75.92,482.0,493.06,107.0,125.39424477801708,6.0,6.0,1.0,1.0,72.0,76.0
,,,,,,,,,,,,,,,
Jonathan Davis,2021.0,15.0,40.21340602126509,12.0,12.72,87.0,90.75,11.0,16.231557344501944,4.0,4.0,1.0,1.0,4.0,12.0
Bryan Reynolds,2021.0,292.0,264.4518411019301,75.0,71.58,559.0,564.4,169.0,151.99459390514915,5.0,5.0,2.0,2.0,112.0,93.0
Trevor Story,2021.0,248.0,240.47328485398305,53.0,52.77,526.0,540.2,132.0,142.07475190761085,20.0,20.0,6.0,6.0,80.0,80.0
,,,,,,,,,,,,,,,
Manuel Margot,2021.0,161.0,181.52869253580178,37.0,34.67,421.0,415.7,107.0,114.01189397792135,13.0,13.0,8.0,8.0,50.0,59.0
Tyrone Taylor,2021.0,111.0,100.98676696201909,20.0,20.7,243.0,248.2,60.0,60.91642704541489,6.0,6.0,1.0,1.0,34.0,31.0
,,,,,,,,,,,,,,,
Lewis Brinson,2021.0,103.0,101.10700301042903,13.0,13.18,274.0,260.97,62.0,58.09413169847711,1.0,1.0,1.0,1.0,27.0,26.0
Franchy Cordero,2021.0,33.0,26.599215415365677,8.0,8.45,127.0,124.85,24.0,15.271713495290925,1.0,1.0,1.0,1.0,8.0,5.0
Marcus Semien,2021.0,351.0,302.34459577061347,66.0,71.87,652.0,639.88,173.0,177.8164327167574,15.0,15.0,1.0,1.0,120.0,109.0
