Name,Season,MB,xMB,Percent_Error,Abs_Percent_Error
Nolan Arenado,2023.0,80.0,75.0,-6.25,6.25
Josh Donaldson,2023.0,17.0,28.0,64.70588235294117,64.70588235294117
Triston Casas,2023.0,77.0,76.0,-1.2987012987012987,1.2987012987012987
Austin Wynns,2023.0,10.0,10.0,0.0,0.0
Nelson Cruz,2023.0,16.0,9.0,-43.75,43.75
Anthony Rizzo,2023.0,42.0,44.0,4.761904761904762,4.761904761904762
Matt Thaiss,2023.0,28.0,39.0,39.285714285714285,39.285714285714285
Mike Ford,2023.0,32.0,35.0,9.375,9.375
Austin Hedges,2023.0,10.0,15.0,50.0,50.0
Giancarlo Stanton,2023.0,42.0,53.0,26.190476190476193,26.190476190476193
Wilmer Flores,2023.0,72.0,58.0,-19.444444444444446,19.444444444444446
Jose Trevino,2023.0,12.0,14.0,16.666666666666664,16.666666666666664
Salvador Perez,2023.0,64.0,67.0,4.6875,4.6875
Chad Wallach,2023.0,15.0,19.0,26.666666666666668,26.666666666666668
Alejandro Kirk,2023.0,43.0,56.0,30.23255813953488,30.23255813953488
Daniel Vogelbach,2023.0,37.0,41.0,10.81081081081081,10.81081081081081
Jacob Stallings,2023.0,19.0,30.0,57.89473684210527,57.89473684210527
Jesse Winker,2023.0,13.0,22.0,69.23076923076923,69.23076923076923
Rowdy Tellez,2023.0,34.0,42.0,23.52941176470588,23.52941176470588
Tucker Barnhart,2023.0,8.0,9.0,12.5,12.5
Miguel Cabrera,2023.0,38.0,39.0,2.631578947368421,2.631578947368421
Yasmani Grandal,2023.0,37.0,42.0,13.513513513513514,13.513513513513514
Bobby Witt Jr.,2024.0,144.0,119.0,-17.36111111111111,17.36111111111111
Johan Rojas,2024.0,32.0,29.0,-9.375,9.375
Elly De La Cruz,2024.0,102.0,92.0,-9.803921568627452,9.803921568627452
Tyler Fitzgerald,2024.0,52.0,32.0,-38.46153846153847,38.46153846153847
Pete Crow-Armstrong,2024.0,43.0,46.0,6.976744186046512,6.976744186046512
Victor Scott II,2024.0,9.0,15.0,66.66666666666666,66.66666666666666
Jorge Mateo,2024.0,22.0,21.0,-4.545454545454546,4.545454545454546
Jose Siri,2024.0,35.0,42.0,20.0,20.0
Garrett Hampson,2024.0,18.0,21.0,16.666666666666664,16.666666666666664
Jonny DeLuca,2024.0,30.0,33.0,10.0,10.0
Wyatt Langford,2024.0,69.0,81.0,17.391304347826086,17.391304347826086
Jake McCarthy,2024.0,61.0,44.0,-27.86885245901639,27.86885245901639
Evan Carter,2024.0,14.0,15.0,7.142857142857142,7.142857142857142
Jacob Young,2024.0,49.0,48.0,-2.0408163265306123,2.0408163265306123
Jackson Chourio,2024.0,80.0,72.0,-10.0,10.0
Byron Buxton,2024.0,59.0,50.0,-15.254237288135593,15.254237288135593
Dairon Blanco,2024.0,16.0,15.0,-6.25,6.25
Blake Perkins,2024.0,43.0,47.0,9.30232558139535,9.30232558139535
Jarren Duran,2024.0,115.0,106.0,-7.82608695652174,7.82608695652174
Trea Turner,2024.0,80.0,67.0,-16.25,16.25
Corbin Carroll,2024.0,83.0,95.0,14.457831325301203,14.457831325301203
Garrett Mitchell,2024.0,31.0,23.0,-25.806451612903224,25.806451612903224
Derek Hill,2024.0,18.0,14.0,-22.22222222222222,22.22222222222222
Jackson Holliday,2024.0,15.0,19.0,26.666666666666668,26.666666666666668
David Hamilton,2024.0,40.0,33.0,-17.5,17.5
Brice Turang,2024.0,70.0,73.0,4.285714285714286,4.285714285714286
Sal Frelick,2024.0,53.0,43.0,-18.867924528301888,18.867924528301888
Brenton Doyle,2024.0,81.0,77.0,-4.938271604938271,4.938271604938271
Connor Norby,2024.0,22.0,25.0,13.636363636363635,13.636363636363635
Dylan Crews,2024.0,13.0,13.0,0.0,0.0
Lane Thomas,2024.0,57.0,61.0,7.017543859649122,7.017543859649122
Parker Meadows,2024.0,36.0,31.0,-13.88888888888889,13.88888888888889
Grant McCray,2024.0,12.0,9.0,-25.0,25.0
Nick Gonzales,2024.0,43.0,44.0,2.3255813953488373,2.3255813953488373
Edmundo Sosa,2024.0,32.0,29.0,-9.375,9.375
Brooks Baldwin,2024.0,10.0,13.0,30.0,30.0
Oliver Dunn,2024.0,9.0,1.0,-88.88888888888889,88.88888888888889
Stuart Fairchild,2024.0,23.0,25.0,8.695652173913043,8.695652173913043
Bryson Stott,2024.0,63.0,67.0,6.349206349206349,6.349206349206349
Amed Rosario,2024.0,38.0,32.0,-15.789473684210526,15.789473684210526
Jordan Westburg,2024.0,60.0,58.0,-3.3333333333333335,3.3333333333333335
Whit Merrifield,2024.0,30.0,34.0,13.333333333333334,13.333333333333334
Tyrone Taylor,2024.0,38.0,36.0,-5.263157894736842,5.263157894736842
Luke Raley,2024.0,55.0,48.0,-12.727272727272727,12.727272727272727
Romy Gonzalez,2024.0,26.0,23.0,-11.538461538461538,11.538461538461538
Mike Trout,2024.0,20.0,30.0,50.0,50.0
Jake Meyers,2024.0,46.0,54.0,17.391304347826086,17.391304347826086
Gunnar Henderson,2024.0,123.0,129.0,4.878048780487805,4.878048780487805
Oneil Cruz,2024.0,83.0,89.0,7.228915662650602,7.228915662650602
Luis Robert Jr.,2024.0,43.0,41.0,-4.651162790697675,4.651162790697675
Sam Hilliard,2024.0,21.0,16.0,-23.809523809523807,23.809523809523807
Joey Loperfido,2024.0,21.0,16.0,-23.809523809523807,23.809523809523807
Will Benson,2024.0,35.0,41.0,17.142857142857142,17.142857142857142
Ezequiel Duran,2024.0,24.0,24.0,0.0,0.0
Matt Vierling,2024.0,69.0,73.0,5.797101449275362,5.797101449275362
James Outman,2024.0,9.0,8.0,-11.11111111111111,11.11111111111111
Masyn Winn,2024.0,77.0,68.0,-11.688311688311687,11.688311688311687
Ceddanne Rafaela,2024.0,55.0,52.0,-5.454545454545454,5.454545454545454
Jo Adell,2024.0,42.0,55.0,30.952380952380953,30.952380952380953
Noelvi Marte,2024.0,17.0,19.0,11.76470588235294,11.76470588235294
Kevin Kiermaier,2024.0,19.0,21.0,10.526315789473683,10.526315789473683
Zack Gelof,2024.0,51.0,54.0,5.88235294117647,5.88235294117647
Bryan Ramos,2024.0,8.0,6.0,-25.0,25.0
Otto Lopez,2024.0,50.0,51.0,2.0,2.0
Tyler Wade,2024.0,10.0,16.0,60.0,60.0
James Wood,2024.0,43.0,41.0,-4.651162790697675,4.651162790697675
Joey Ortiz,2024.0,56.0,61.0,8.928571428571429,8.928571428571429
Chas McCormick,2024.0,20.0,25.0,25.0,25.0
Estevan Florial,2024.0,9.0,7.0,-22.22222222222222,22.22222222222222
Matt Chapman,2024.0,88.0,102.0,15.909090909090908,15.909090909090908
Miguel Vargas,2024.0,13.0,26.0,100.0,100.0
Blaze Alexander,2024.0,18.0,17.0,-5.555555555555555,5.555555555555555
Jordan Beck,2024.0,12.0,13.0,8.333333333333332,8.333333333333332
Mickey Moniak,2024.0,38.0,39.0,2.631578947368421,2.631578947368421
Anthony Volpe,2024.0,70.0,75.0,7.142857142857142,7.142857142857142
Jose Iglesias,2024.0,45.0,26.0,-42.22222222222222,42.22222222222222
Jazz Chisholm Jr.,2024.0,82.0,82.0,0.0,0.0
CJ Abrams,2024.0,69.0,71.0,2.898550724637681,2.898550724637681
Marcus Semien,2024.0,78.0,89.0,14.102564102564102,14.102564102564102
Heston Kjerstad,2024.0,13.0,8.0,-38.46153846153847,38.46153846153847
Jackson Merrill,2024.0,92.0,91.0,-1.0869565217391304,1.0869565217391304
Dane Myers,2024.0,14.0,9.0,-35.714285714285715,35.714285714285715
Leody Taveras,2024.0,51.0,61.0,19.607843137254903,19.607843137254903
Cavan Biggio,2024.0,17.0,18.0,5.88235294117647,5.88235294117647
Michael A. Taylor,2024.0,22.0,31.0,40.909090909090914,40.909090909090914
Jared Triolo,2024.0,37.0,49.0,32.432432432432435,32.432432432432435
Daulton Varsho,2024.0,55.0,55.0,0.0,0.0
Cristian Pache,2024.0,13.0,15.0,15.384615384615385,15.384615384615385
Christian Yelich,2024.0,60.0,52.0,-13.333333333333334,13.333333333333334
Travis Jankowski,2024.0,13.0,18.0,38.46153846153847,38.46153846153847
Corey Julks,2024.0,15.0,15.0,0.0,0.0
Josh Lowe,2024.0,47.0,53.0,12.76595744680851,12.76595744680851
Zach McKinstry,2024.0,30.0,36.0,20.0,20.0
Jung Hoo Lee,2024.0,14.0,17.0,21.428571428571427,21.428571428571427
Connor Wong,2024.0,59.0,48.0,-18.64406779661017,18.64406779661017
J.T. Realmuto,2024.0,51.0,52.0,1.9607843137254901,1.9607843137254901
Nico Hoerner,2024.0,74.0,65.0,-12.162162162162163,12.162162162162163
Ernie Clement,2024.0,50.0,39.0,-22.0,22.0
Xavier Edwards,2024.0,51.0,37.0,-27.450980392156865,27.450980392156865
Jordan Walker,2024.0,15.0,15.0,0.0,0.0
Kevin Pillar,2024.0,30.0,28.0,-6.666666666666667,6.666666666666667
Daz Cameron,2024.0,15.0,19.0,26.666666666666668,26.666666666666668
Fernando Tatis Jr.,2024.0,65.0,70.0,7.6923076923076925,7.6923076923076925
Cody Bellinger,2024.0,72.0,65.0,-9.722222222222223,9.722222222222223
Jack Suwinski,2024.0,22.0,33.0,50.0,50.0
Michael Siani,2024.0,26.0,26.0,0.0,0.0
Jake Fraley,2024.0,46.0,37.0,-19.565217391304348,19.565217391304348
Seiya Suzuki,2024.0,90.0,85.0,-5.555555555555555,5.555555555555555
Daniel Schneemann,2024.0,22.0,20.0,-9.090909090909092,9.090909090909092
Austin Martin,2024.0,26.0,24.0,-7.6923076923076925,7.6923076923076925
Andy Pages,2024.0,48.0,55.0,14.583333333333334,14.583333333333334
Cedric Mullins,2024.0,57.0,61.0,7.017543859649122,7.017543859649122
Michael Harris II,2024.0,54.0,59.0,9.25925925925926,9.25925925925926
Colton Cowser,2024.0,70.0,72.0,2.857142857142857,2.857142857142857
Brandon Marsh,2024.0,60.0,63.0,5.0,5.0
Harrison Bader,2024.0,41.0,43.0,4.878048780487805,4.878048780487805
Tyler Freeman,2024.0,28.0,40.0,42.857142857142854,42.857142857142854
Austin Slater,2024.0,15.0,18.0,20.0,20.0
Kyle Stowers,2024.0,16.0,20.0,25.0,25.0
Zach Neto,2024.0,72.0,68.0,-5.555555555555555,5.555555555555555
Will Brennan,2024.0,39.0,39.0,0.0,0.0
Spencer Steer,2024.0,76.0,88.0,15.789473684210526,15.789473684210526
Trey Sweeney,2024.0,11.0,8.0,-27.27272727272727,27.27272727272727
Nolan Jones,2024.0,26.0,29.0,11.538461538461538,11.538461538461538
George Springer,2024.0,63.0,82.0,30.158730158730158,30.158730158730158
Adam Duvall,2024.0,23.0,32.0,39.130434782608695,39.130434782608695
Ezequiel Tovar,2024.0,88.0,70.0,-20.454545454545457,20.454545454545457
Randy Arozarena,2024.0,66.0,82.0,24.242424242424242,24.242424242424242
Logan O'Hoppe,2024.0,56.0,59.0,5.357142857142857,5.357142857142857
Chris Taylor,2024.0,20.0,28.0,40.0,40.0
Trevor Story,2024.0,12.0,10.0,-16.666666666666664,16.666666666666664
Shohei Ohtani,2024.0,172.0,163.0,-5.232558139534884,5.232558139534884
Jhonkensy Noel,2024.0,24.0,18.0,-25.0,25.0
Thairo Estrada,2024.0,29.0,32.0,10.344827586206897,10.344827586206897
Miles Mastrobuoni,2024.0,6.0,7.0,16.666666666666664,16.666666666666664
Brandon Nimmo,2024.0,75.0,103.0,37.333333333333336,37.333333333333336
Alex Call,2024.0,22.0,15.0,-31.818181818181817,31.818181818181817
Jonathan India,2024.0,74.0,86.0,16.216216216216218,16.216216216216218
Casey Schmitt,2024.0,14.0,10.0,-28.57142857142857,28.57142857142857
Dylan Moore,2024.0,45.0,56.0,24.444444444444443,24.444444444444443
Hunter Goodman,2024.0,19.0,23.0,21.052631578947366,21.052631578947366
Addison Barger,2024.0,18.0,22.0,22.22222222222222,22.22222222222222
Garrett Stubbs,2024.0,13.0,15.0,15.384615384615385,15.384615384615385
Bryan Reynolds,2024.0,95.0,94.0,-1.0526315789473684,1.0526315789473684
Ian Happ,2024.0,86.0,96.0,11.627906976744185,11.627906976744185
Willi Castro,2024.0,65.0,69.0,6.153846153846154,6.153846153846154
Abraham Toro,2024.0,33.0,36.0,9.090909090909092,9.090909090909092
Maikel Garcia,2024.0,61.0,90.0,47.540983606557376,47.540983606557376
Austin Riley,2024.0,62.0,73.0,17.741935483870968,17.741935483870968
Tommy Edman,2024.0,18.0,16.0,-11.11111111111111,11.11111111111111
Jarred Kelenic,2024.0,47.0,52.0,10.638297872340425,10.638297872340425
Jake Burger,2024.0,71.0,69.0,-2.8169014084507045,2.8169014084507045
Kyle Isbel,2024.0,41.0,45.0,9.75609756097561,9.75609756097561
Heliot Ramos,2024.0,73.0,74.0,1.36986301369863,1.36986301369863
Richie Palacios,2024.0,32.0,38.0,18.75,18.75
MJ Melendez,2024.0,43.0,56.0,30.23255813953488,30.23255813953488
Max Schuemann,2024.0,39.0,52.0,33.33333333333333,33.33333333333333
Ryan O'Hearn,2024.0,63.0,70.0,11.11111111111111,11.11111111111111
Luis Matos,2024.0,12.0,16.0,33.33333333333333,33.33333333333333
Dansby Swanson,2024.0,67.0,80.0,19.402985074626866,19.402985074626866
Mark Canha,2024.0,46.0,52.0,13.043478260869565,13.043478260869565
Victor Robles,2024.0,47.0,36.0,-23.404255319148938,23.404255319148938
Alek Thomas,2024.0,9.0,8.0,-11.11111111111111,11.11111111111111
Patrick Wisdom,2024.0,14.0,23.0,64.28571428571429,64.28571428571429
Taylor Walls,2024.0,17.0,27.0,58.82352941176471,58.82352941176471
Brett Wisely,2024.0,23.0,24.0,4.3478260869565215,4.3478260869565215
Edward Olivares,2024.0,17.0,24.0,41.17647058823529,41.17647058823529
Shea Langeliers,2024.0,62.0,67.0,8.064516129032258,8.064516129032258
Isiah Kiner-Falefa,2024.0,53.0,44.0,-16.9811320754717,16.9811320754717
Colt Keith,2024.0,61.0,60.0,-1.639344262295082,1.639344262295082
Kody Clemens,2024.0,13.0,12.0,-7.6923076923076925,7.6923076923076925
Henry Davis,2024.0,5.0,7.0,40.0,40.0
Nick Loftin,2024.0,10.0,21.0,110.00000000000001,110.00000000000001
Robbie Grossman,2024.0,20.0,24.0,20.0,20.0
Jake Cave,2024.0,37.0,33.0,-10.81081081081081,10.81081081081081
Nick Ahmed,2024.0,17.0,19.0,11.76470588235294,11.76470588235294
Kerry Carpenter,2024.0,51.0,43.0,-15.686274509803921,15.686274509803921
Jake Cronenworth,2024.0,71.0,89.0,25.352112676056336,25.352112676056336
Riley Greene,2024.0,84.0,83.0,-1.1904761904761905,1.1904761904761905
Gavin Lux,2024.0,54.0,59.0,9.25925925925926,9.25925925925926
Nick Gordon,2024.0,23.0,23.0,0.0,0.0
Nick Allen,2024.0,5.0,9.0,80.0,80.0
Francisco Lindor,2024.0,107.0,116.0,8.411214953271028,8.411214953271028
Lawrence Butler,2024.0,69.0,66.0,-4.3478260869565215,4.3478260869565215
Josh Smith,2024.0,67.0,67.0,0.0,0.0
Ryan Mountcastle,2024.0,63.0,66.0,4.761904761904762,4.761904761904762
JJ Bleday,2024.0,79.0,77.0,-2.5316455696202533,2.5316455696202533
Andruw Monasterio,2024.0,11.0,18.0,63.63636363636363,63.63636363636363
Korey Lee,2024.0,32.0,35.0,9.375,9.375
Brent Rooker,2024.0,112.0,89.0,-20.535714285714285,20.535714285714285
Wilyer Abreu,2024.0,59.0,59.0,0.0,0.0
Tyler O'Neill,2024.0,70.0,65.0,-7.142857142857142,7.142857142857142
Matt Wallner,2024.0,39.0,31.0,-20.51282051282051,20.51282051282051
Randal Grichuk,2024.0,46.0,43.0,-6.521739130434782,6.521739130434782
Jorge Polanco,2024.0,43.0,53.0,23.25581395348837,23.25581395348837
Darell Hernaiz,2024.0,7.0,8.0,14.285714285714285,14.285714285714285
Christian Bethancourt,2024.0,13.0,14.0,7.6923076923076925,7.6923076923076925
Kevin Newman,2024.0,35.0,27.0,-22.857142857142858,22.857142857142858
Manuel Margot,2024.0,31.0,37.0,19.35483870967742,19.35483870967742
Bryan De La Cruz,2024.0,60.0,70.0,16.666666666666664,16.666666666666664
Trey Lipscomb,2024.0,13.0,17.0,30.76923076923077,30.76923076923077
Ben Rice,2024.0,14.0,32.0,128.57142857142858,128.57142857142858
Nick Castellanos,2024.0,79.0,72.0,-8.860759493670885,8.860759493670885
Oswaldo Cabrera,2024.0,32.0,35.0,9.375,9.375
Xander Bogaerts,2024.0,52.0,50.0,-3.8461538461538463,3.8461538461538463
Vaughn Grissom,2024.0,6.0,10.0,66.66666666666666,66.66666666666666
Bryce Harper,2024.0,107.0,94.0,-12.149532710280374,12.149532710280374
Michael Toglia,2024.0,58.0,67.0,15.517241379310345,15.517241379310345
Christian Encarnacion-Strand,2024.0,7.0,10.0,42.857142857142854,42.857142857142854
Nick Martini,2024.0,13.0,16.0,23.076923076923077,23.076923076923077
Willy Adames,2024.0,96.0,95.0,-1.0416666666666665,1.0416666666666665
Jeimer Candelario,2024.0,49.0,48.0,-2.0408163265306123,2.0408163265306123
Gabriel Arias,2024.0,14.0,10.0,-28.57142857142857,28.57142857142857
Will Smith,2024.0,66.0,80.0,21.21212121212121,21.21212121212121
Charlie Blackmon,2024.0,60.0,49.0,-18.333333333333332,18.333333333333332
Seth Brown,2024.0,39.0,45.0,15.384615384615385,15.384615384615385
Christopher Morel,2024.0,50.0,72.0,44.0,44.0
Dylan Carlson,2024.0,18.0,23.0,27.77777777777778,27.77777777777778
Nick Senzel,2024.0,21.0,26.0,23.809523809523807,23.809523809523807
Bo Bichette,2024.0,28.0,39.0,39.285714285714285,39.285714285714285
Michael Busch,2024.0,72.0,72.0,0.0,0.0
Lenyn Sosa,2024.0,35.0,41.0,17.142857142857142,17.142857142857142
Josh Jung,2024.0,23.0,19.0,-17.391304347826086,17.391304347826086
Rob Refsnyder,2024.0,44.0,35.0,-20.454545454545457,20.454545454545457
Santiago Espinal,2024.0,39.0,40.0,2.564102564102564,2.564102564102564
Eddie Rosario,2024.0,21.0,33.0,57.14285714285714,57.14285714285714
Tommy Pham,2024.0,49.0,59.0,20.408163265306122,20.408163265306122
Spencer Torkelson,2024.0,37.0,43.0,16.216216216216218,16.216216216216218
Brett Harris,2024.0,6.0,11.0,83.33333333333334,83.33333333333334
Ozzie Albies,2024.0,49.0,51.0,4.081632653061225,4.081632653061225
Jake Bauers,2024.0,34.0,43.0,26.47058823529412,26.47058823529412
Vladimir Guerrero Jr.,2024.0,131.0,133.0,1.5267175572519083,1.5267175572519083
Brandon Lowe,2024.0,56.0,56.0,0.0,0.0
Davis Schneider,2024.0,39.0,56.0,43.58974358974359,43.58974358974359
Mike Tauchman,2024.0,39.0,52.0,33.33333333333333,33.33333333333333
Gabriel Moreno,2024.0,41.0,49.0,19.51219512195122,19.51219512195122
Jacob Wilson,2024.0,9.0,12.0,33.33333333333333,33.33333333333333
Mike Yastrzemski,2024.0,55.0,60.0,9.090909090909092,9.090909090909092
Jose Altuve,2024.0,96.0,71.0,-26.041666666666668,26.041666666666668
Yainer Diaz,2024.0,85.0,87.0,2.3529411764705883,2.3529411764705883
Ketel Marte,2024.0,106.0,104.0,-1.8867924528301887,1.8867924528301887
Tim Anderson,2024.0,12.0,15.0,25.0,25.0
Steven Kwan,2024.0,74.0,56.0,-24.324324324324326,24.324324324324326
Starling Marte,2024.0,45.0,45.0,0.0,0.0
Willson Contreras,2024.0,51.0,43.0,-15.686274509803921,15.686274509803921
Nicky Lopez,2024.0,34.0,32.0,-5.88235294117647,5.88235294117647
Jake Rogers,2024.0,27.0,35.0,29.629629629629626,29.629629629629626
Dominic Canzone,2024.0,18.0,19.0,5.555555555555555,5.555555555555555
Austin Hays,2024.0,26.0,22.0,-15.384615384615385,15.384615384615385
Sean Bouchard,2024.0,8.0,7.0,-12.5,12.5
Joey Bart,2024.0,38.0,31.0,-18.421052631578945,18.421052631578945
Ryan Noda,2024.0,5.0,7.0,40.0,40.0
Josh Rojas,2024.0,43.0,56.0,30.23255813953488,30.23255813953488
Brendan Donovan,2024.0,80.0,82.0,2.5,2.5
Tyler Soderstrom,2024.0,25.0,30.0,20.0,20.0
Geraldo Perdomo,2024.0,45.0,42.0,-6.666666666666667,6.666666666666667
Lars Nootbaar,2024.0,50.0,61.0,22.0,22.0
Curtis Mead,2024.0,10.0,12.0,20.0,20.0
Jerar Encarnacion,2024.0,14.0,11.0,-21.428571428571427,21.428571428571427
Jonah Bride,2024.0,38.0,29.0,-23.684210526315788,23.684210526315788
Brett Baty,2024.0,15.0,16.0,6.666666666666667,6.666666666666667
Max Muncy,2024.0,42.0,38.0,-9.523809523809524,9.523809523809524
David Peralta,2024.0,33.0,28.0,-15.151515151515152,15.151515151515152
Luis Rengifo,2024.0,41.0,32.0,-21.951219512195124,21.951219512195124
Connor Joe,2024.0,41.0,43.0,4.878048780487805,4.878048780487805
Trent Grisham,2024.0,19.0,26.0,36.84210526315789,36.84210526315789
Jorge Soler,2024.0,73.0,80.0,9.58904109589041,9.58904109589041
Aaron Judge,2024.0,180.0,156.0,-13.333333333333334,13.333333333333334
Jason Heyward,2024.0,27.0,30.0,11.11111111111111,11.11111111111111
Juan Soto,2024.0,137.0,161.0,17.51824817518248,17.51824817518248
Andrew McCutchen,2024.0,59.0,66.0,11.864406779661017,11.864406779661017
Alex Kirilloff,2024.0,16.0,22.0,37.5,37.5
Anthony Rendon,2024.0,17.0,27.0,58.82352941176471,58.82352941176471
Brayan Rocchio,2024.0,35.0,38.0,8.571428571428571,8.571428571428571
Max Kepler,2024.0,41.0,45.0,9.75609756097561,9.75609756097561
Carlos Correa,2024.0,64.0,52.0,-18.75,18.75
Michael Massey,2024.0,44.0,42.0,-4.545454545454546,4.545454545454546
J.P. Crawford,2024.0,38.0,56.0,47.368421052631575,47.368421052631575
Paul DeJong,2024.0,50.0,48.0,-4.0,4.0
Alex Jackson,2024.0,6.0,13.0,116.66666666666667,116.66666666666667
Taylor Ward,2024.0,79.0,88.0,11.39240506329114,11.39240506329114
Garrett Cooper,2024.0,8.0,10.0,25.0,25.0
Emmanuel Rivera,2024.0,28.0,36.0,28.57142857142857,28.57142857142857
Ildemaro Vargas,2024.0,26.0,30.0,15.384615384615385,15.384615384615385
Hunter Renfroe,2024.0,44.0,48.0,9.090909090909092,9.090909090909092
Nick Fortes,2024.0,24.0,27.0,12.5,12.5
Alex Bregman,2024.0,82.0,87.0,6.097560975609756,6.097560975609756
Mookie Betts,2024.0,86.0,78.0,-9.30232558139535,9.30232558139535
Alex Verdugo,2024.0,59.0,74.0,25.423728813559322,25.423728813559322
Adam Frazier,2024.0,21.0,27.0,28.57142857142857,28.57142857142857
Austin Wells,2024.0,44.0,53.0,20.454545454545457,20.454545454545457
Juan Yepez,2024.0,33.0,30.0,-9.090909090909092,9.090909090909092
Andrew Benintendi,2024.0,54.0,60.0,11.11111111111111,11.11111111111111
Edouard Julien,2024.0,26.0,32.0,23.076923076923077,23.076923076923077
Luis Arraez,2024.0,85.0,60.0,-29.411764705882355,29.411764705882355
Gavin Sheets,2024.0,48.0,56.0,16.666666666666664,16.666666666666664
Luis Torrens,2024.0,12.0,11.0,-8.333333333333332,8.333333333333332
Miguel Andujar,2024.0,36.0,32.0,-11.11111111111111,11.11111111111111
Justyn-Henry Malloy,2024.0,21.0,23.0,9.523809523809524,9.523809523809524
Gleyber Torres,2024.0,73.0,84.0,15.068493150684931,15.068493150684931
Bo Naylor,2024.0,32.0,41.0,28.125,28.125
Lourdes Gurriel Jr.,2024.0,72.0,68.0,-5.555555555555555,5.555555555555555
Royce Lewis,2024.0,40.0,41.0,2.5,2.5
Freddy Fermin,2024.0,40.0,40.0,0.0,0.0
Adley Rutschman,2024.0,71.0,81.0,14.084507042253522,14.084507042253522
Cal Raleigh,2024.0,74.0,94.0,27.027027027027028,27.027027027027028
Danny Jansen,2024.0,30.0,39.0,30.0,30.0
Tyler Stephenson,2024.0,67.0,67.0,0.0,0.0
Riley Adams,2024.0,11.0,12.0,9.090909090909092,9.090909090909092
Joey Gallo,2024.0,20.0,29.0,45.0,45.0
Jurickson Profar,2024.0,96.0,106.0,10.416666666666668,10.416666666666668
TJ Friedl,2024.0,34.0,36.0,5.88235294117647,5.88235294117647
Danny Mendick,2024.0,11.0,14.0,27.27272727272727,27.27272727272727
Rafael Devers,2024.0,97.0,96.0,-1.0309278350515463,1.0309278350515463
William Contreras,2024.0,102.0,108.0,5.88235294117647,5.88235294117647
Junior Caminero,2024.0,21.0,17.0,-19.047619047619047,19.047619047619047
Ke'Bryan Hayes,2024.0,31.0,45.0,45.16129032258064,45.16129032258064
Dominic Fletcher,2024.0,14.0,18.0,28.57142857142857,28.57142857142857
Pavin Smith,2024.0,27.0,26.0,-3.7037037037037033,3.7037037037037033
Nolan Schanuel,2024.0,65.0,62.0,-4.615384615384616,4.615384615384616
Tyler Nevin,2024.0,23.0,34.0,47.82608695652174,47.82608695652174
Nathaniel Lowe,2024.0,71.0,72.0,1.4084507042253522,1.4084507042253522
Andrew Vaughn,2024.0,67.0,81.0,20.8955223880597,20.8955223880597
Michael Conforto,2024.0,59.0,66.0,11.864406779661017,11.864406779661017
Paul Goldschmidt,2024.0,77.0,95.0,23.376623376623375,23.376623376623375
Ryan Jeffers,2024.0,51.0,51.0,0.0,0.0
Jeff McNeil,2024.0,49.0,52.0,6.122448979591836,6.122448979591836
Alec Bohm,2024.0,81.0,88.0,8.641975308641975,8.641975308641975
Mark Vientos,2024.0,68.0,56.0,-17.647058823529413,17.647058823529413
Trevor Larnach,2024.0,52.0,53.0,1.9230769230769231,1.9230769230769231
Mitch Haniger,2024.0,36.0,49.0,36.11111111111111,36.11111111111111
David Fry,2024.0,52.0,48.0,-7.6923076923076925,7.6923076923076925
Nolan Gorman,2024.0,40.0,44.0,10.0,10.0
Christian Walker,2024.0,73.0,85.0,16.43835616438356,16.43835616438356
Elehuris Montero,2024.0,18.0,25.0,38.88888888888889,38.88888888888889
Enmanuel Valdez,2024.0,20.0,27.0,35.0,35.0
DJ LeMahieu,2024.0,14.0,25.0,78.57142857142857,78.57142857142857
Masataka Yoshida,2024.0,52.0,53.0,1.9230769230769231,1.9230769230769231
Pete Alonso,2024.0,90.0,101.0,12.222222222222221,12.222222222222221
Jesse Winker,2024.0,62.0,67.0,8.064516129032258,8.064516129032258
Yordan Alvarez,2024.0,122.0,112.0,-8.19672131147541,8.19672131147541
Niko Kavadas,2024.0,9.0,8.0,-11.11111111111111,11.11111111111111
Kyle Tucker,2024.0,69.0,64.0,-7.246376811594203,7.246376811594203
Anthony Santander,2024.0,92.0,99.0,7.608695652173914,7.608695652173914
Brandon Drury,2024.0,17.0,35.0,105.88235294117648,105.88235294117648
Brendan Rodgers,2024.0,63.0,63.0,0.0,0.0
Mitch Garver,2024.0,35.0,46.0,31.428571428571427,31.428571428571427
Carlos Santana,2024.0,72.0,83.0,15.277777777777779,15.277777777777779
Ryan McMahon,2024.0,71.0,90.0,26.76056338028169,26.76056338028169
Kyle Farmer,2024.0,20.0,22.0,10.0,10.0
Kyle Manzardo,2024.0,17.0,16.0,-5.88235294117647,5.88235294117647
Isaac Paredes,2024.0,70.0,74.0,5.714285714285714,5.714285714285714
Jose Miranda,2024.0,55.0,49.0,-10.909090909090908,10.909090909090908
Jon Singleton,2024.0,44.0,44.0,0.0,0.0
Manny Machado,2024.0,93.0,101.0,8.60215053763441,8.60215053763441
Kyle Schwarber,2024.0,101.0,113.0,11.881188118811881,11.881188118811881
J.D. Martinez,2024.0,55.0,69.0,25.454545454545453,25.454545454545453
Austin Barnes,2024.0,15.0,14.0,-6.666666666666667,6.666666666666667
Miguel Rojas,2024.0,43.0,35.0,-18.6046511627907,18.6046511627907
