Name,Season,MB,xMB,Percent_Error,Abs_Percent_Error
Jose Siri,2023.0,45.0,31.0,-31.11111111111111,31.11111111111111
Ji Hwan Bae,2023.0,32.0,37.0,15.625,15.625
Esteury Ruiz,2023.0,51.0,39.0,-23.52941176470588,23.52941176470588
Johan Rojas,2023.0,23.0,10.0,-56.52173913043478,56.52173913043478
Jarren Duran,2023.0,59.0,45.0,-23.728813559322035,23.728813559322035
Mike Trout,2023.0,54.0,59.0,9.25925925925926,9.25925925925926
Brice Turang,2023.0,38.0,45.0,18.421052631578945,18.421052631578945
Amed Rosario,2023.0,61.0,61.0,0.0,0.0
Liover Peguero,2023.0,21.0,17.0,-19.047619047619047,19.047619047619047
Jon Berti,2023.0,54.0,45.0,-16.666666666666664,16.666666666666664
Lane Thomas,2023.0,92.0,81.0,-11.956521739130435,11.956521739130435
Byron Buxton,2023.0,40.0,47.0,17.5,17.5
Fernando Tatis Jr.,2023.0,87.0,98.0,12.643678160919542,12.643678160919542
Edmundo Sosa,2023.0,32.0,26.0,-18.75,18.75
Masyn Winn,2023.0,7.0,10.0,42.857142857142854,42.857142857142854
Sam Haggerty,2023.0,13.0,13.0,0.0,0.0
Stuart Fairchild,2023.0,27.0,27.0,0.0,0.0
Myles Straw,2023.0,43.0,45.0,4.651162790697675,4.651162790697675
Jake Meyers,2023.0,34.0,32.0,-5.88235294117647,5.88235294117647
Leody Taveras,2023.0,68.0,71.0,4.411764705882353,4.411764705882353
Matt Vierling,2023.0,59.0,62.0,5.084745762711865,5.084745762711865
Noelvi Marte,2023.0,19.0,9.0,-52.63157894736842,52.63157894736842
Ezequiel Duran,2023.0,56.0,47.0,-16.071428571428573,16.071428571428573
Zack Gelof,2023.0,47.0,37.0,-21.27659574468085,21.27659574468085
Akil Baddoo,2023.0,38.0,42.0,10.526315789473683,10.526315789473683
Owen Miller,2023.0,34.0,31.0,-8.823529411764707,8.823529411764707
Matt McLain,2023.0,64.0,46.0,-28.125,28.125
Parker Meadows,2023.0,16.0,20.0,25.0,25.0
Travis Jankowski,2023.0,33.0,30.0,-9.090909090909092,9.090909090909092
Joey Wiemer,2023.0,37.0,42.0,13.513513513513514,13.513513513513514
James Outman,2023.0,74.0,68.0,-8.108108108108109,8.108108108108109
Jonathan Davis,2023.0,9.0,10.0,11.11111111111111,11.11111111111111
Jordan Westburg,2023.0,27.0,23.0,-14.814814814814813,14.814814814814813
Cade Marlowe,2023.0,12.0,13.0,8.333333333333332,8.333333333333332
Will Benson,2023.0,55.0,43.0,-21.818181818181817,21.818181818181817
Tommy Edman,2023.0,61.0,64.0,4.918032786885246,4.918032786885246
Bryson Stott,2023.0,85.0,82.0,-3.5294117647058822,3.5294117647058822
Kevin Kiermaier,2023.0,52.0,41.0,-21.153846153846153,21.153846153846153
Alex Call,2023.0,33.0,50.0,51.515151515151516,51.515151515151516
Michael Harris II,2023.0,81.0,77.0,-4.938271604938271,4.938271604938271
Alek Thomas,2023.0,39.0,44.0,12.82051282051282,12.82051282051282
Nick Gonzales,2023.0,10.0,10.0,0.0,0.0
Luke Raley,2023.0,54.0,46.0,-14.814814814814813,14.814814814814813
Trevor Story,2023.0,13.0,15.0,15.384615384615385,15.384615384615385
Gunnar Henderson,2023.0,89.0,91.0,2.247191011235955,2.247191011235955
Tyrone Taylor,2023.0,28.0,25.0,-10.714285714285714,10.714285714285714
Harrison Bader,2023.0,32.0,35.0,9.375,9.375
Whit Merrifield,2023.0,67.0,51.0,-23.88059701492537,23.88059701492537
Josh Lowe,2023.0,84.0,66.0,-21.428571428571427,21.428571428571427
Oswald Peraza,2023.0,11.0,15.0,36.36363636363637,36.36363636363637
Michael A. Taylor,2023.0,45.0,43.0,-4.444444444444445,4.444444444444445
Marcus Semien,2023.0,112.0,103.0,-8.035714285714286,8.035714285714286
Ryan McKenna,2023.0,15.0,12.0,-20.0,20.0
Drew Waters,2023.0,34.0,35.0,2.941176470588235,2.941176470588235
Luis Robert Jr.,2023.0,91.0,71.0,-21.978021978021978,21.978021978021978
Raimel Tapia,2023.0,17.0,17.0,0.0,0.0
J.T. Realmuto,2023.0,67.0,69.0,2.9850746268656714,2.9850746268656714
Mickey Moniak,2023.0,46.0,28.0,-39.130434782608695,39.130434782608695
Miles Mastrobuoni,2023.0,15.0,12.0,-20.0,20.0
Edward Olivares,2023.0,48.0,45.0,-6.25,6.25
Tyler Freeman,2023.0,17.0,17.0,0.0,0.0
Christopher Morel,2023.0,61.0,57.0,-6.557377049180328,6.557377049180328
CJ Abrams,2023.0,73.0,75.0,2.73972602739726,2.73972602739726
Willi Castro,2023.0,52.0,43.0,-17.307692307692307,17.307692307692307
Brandon Marsh,2023.0,70.0,61.0,-12.857142857142856,12.857142857142856
Sal Frelick,2023.0,25.0,24.0,-4.0,4.0
Matthew Batten,2023.0,15.0,9.0,-40.0,40.0
Jack Suwinski,2023.0,70.0,75.0,7.142857142857142,7.142857142857142
Zach McKinstry,2023.0,49.0,62.0,26.53061224489796,26.53061224489796
Jordan Walker,2023.0,62.0,52.0,-16.129032258064516,16.129032258064516
Nico Hoerner,2023.0,86.0,80.0,-6.976744186046512,6.976744186046512
Tyler O'Neill,2023.0,31.0,37.0,19.35483870967742,19.35483870967742
Matt Chapman,2023.0,69.0,96.0,39.130434782608695,39.130434782608695
Josh Smith,2023.0,18.0,32.0,77.77777777777779,77.77777777777779
Seiya Suzuki,2023.0,87.0,86.0,-1.1494252873563218,1.1494252873563218
Stone Garrett,2023.0,37.0,30.0,-18.91891891891892,18.91891891891892
Shea Langeliers,2023.0,48.0,58.0,20.833333333333336,20.833333333333336
Randy Arozarena,2023.0,82.0,96.0,17.073170731707318,17.073170731707318
Nolan Jones,2023.0,79.0,57.0,-27.848101265822784,27.848101265822784
Anthony Volpe,2023.0,60.0,74.0,23.333333333333332,23.333333333333332
Zach Remillard,2023.0,13.0,9.0,-30.76923076923077,30.76923076923077
Corey Julks,2023.0,33.0,33.0,0.0,0.0
Andrew McCutchen,2023.0,60.0,67.0,11.666666666666666,11.666666666666666
Spencer Steer,2023.0,96.0,83.0,-13.541666666666666,13.541666666666666
Jazz Chisholm Jr.,2023.0,51.0,46.0,-9.803921568627452,9.803921568627452
Dansby Swanson,2023.0,78.0,84.0,7.6923076923076925,7.6923076923076925
Jared Triolo,2023.0,28.0,19.0,-32.142857142857146,32.142857142857146
Cavan Biggio,2023.0,35.0,36.0,2.857142857142857,2.857142857142857
Connor Wong,2023.0,40.0,37.0,-7.5,7.5
Will Brennan,2023.0,45.0,43.0,-4.444444444444445,4.444444444444445
Cody Bellinger,2023.0,95.0,64.0,-32.631578947368425,32.631578947368425
Manuel Margot,2023.0,36.0,35.0,-2.7777777777777777,2.7777777777777777
Nick Senzel,2023.0,36.0,33.0,-8.333333333333332,8.333333333333332
TJ Friedl,2023.0,81.0,58.0,-28.39506172839506,28.39506172839506
Chris Taylor,2023.0,47.0,44.0,-6.382978723404255,6.382978723404255
Jake Cronenworth,2023.0,53.0,60.0,13.20754716981132,13.20754716981132
Alika Williams,2023.0,7.0,7.0,0.0,0.0
Yu Chang,2023.0,7.0,4.0,-42.857142857142854,42.857142857142854
Maikel Garcia,2023.0,56.0,69.0,23.214285714285715,23.214285714285715
Ryan Mountcastle,2023.0,63.0,63.0,0.0,0.0
Royce Lewis,2023.0,45.0,29.0,-35.55555555555556,35.55555555555556
Taylor Walls,2023.0,35.0,38.0,8.571428571428571,8.571428571428571
Henry Davis,2023.0,22.0,25.0,13.636363636363635,13.636363636363635
Joshua Palacios,2023.0,29.0,35.0,20.689655172413794,20.689655172413794
Kevin Pillar,2023.0,21.0,21.0,0.0,0.0
Chas McCormick,2023.0,67.0,56.0,-16.417910447761194,16.417910447761194
Riley Greene,2023.0,61.0,57.0,-6.557377049180328,6.557377049180328
Francisco Lindor,2023.0,97.0,107.0,10.309278350515463,10.309278350515463
Garrett Stubbs,2023.0,9.0,9.0,0.0,0.0
Steven Kwan,2023.0,84.0,66.0,-21.428571428571427,21.428571428571427
Christian Yelich,2023.0,96.0,103.0,7.291666666666667,7.291666666666667
Jake Alu,2023.0,13.0,14.0,7.6923076923076925,7.6923076923076925
Zack Short,2023.0,23.0,32.0,39.130434782608695,39.130434782608695
Daulton Varsho,2023.0,58.0,67.0,15.517241379310345,15.517241379310345
Kerry Carpenter,2023.0,66.0,58.0,-12.121212121212121,12.121212121212121
Austin Riley,2023.0,112.0,113.0,0.8928571428571428,0.8928571428571428
Nick Ahmed,2023.0,16.0,15.0,-6.25,6.25
Ezequiel Tovar,2023.0,67.0,61.0,-8.955223880597014,8.955223880597014
Jarred Kelenic,2023.0,51.0,48.0,-5.88235294117647,5.88235294117647
Thairo Estrada,2023.0,63.0,49.0,-22.22222222222222,22.22222222222222
Casey Schmitt,2023.0,20.0,25.0,25.0,25.0
Richie Palacios,2023.0,15.0,19.0,26.666666666666668,26.666666666666668
Kevin Newman,2023.0,26.0,27.0,3.8461538461538463,3.8461538461538463
Michael Toglia,2023.0,9.0,7.0,-22.22222222222222,22.22222222222222
Gabriel Arias,2023.0,29.0,33.0,13.793103448275861,13.793103448275861
Jake Fraley,2023.0,51.0,43.0,-15.686274509803921,15.686274509803921
Andruw Monasterio,2023.0,33.0,36.0,9.090909090909092,9.090909090909092
Oscar Gonzalez,2023.0,13.0,15.0,15.384615384615385,15.384615384615385
Jace Peterson,2023.0,37.0,43.0,16.216216216216218,16.216216216216218
Matt Wallner,2023.0,36.0,37.0,2.7777777777777777,2.7777777777777777
Eric Haase,2023.0,19.0,25.0,31.57894736842105,31.57894736842105
Jake Burger,2023.0,75.0,72.0,-4.0,4.0
Everson Pereira,2023.0,5.0,1.0,-80.0,80.0
Cedric Mullins,2023.0,54.0,55.0,1.8518518518518516,1.8518518518518516
Victor Robles,2023.0,16.0,19.0,18.75,18.75
Brandon Nimmo,2023.0,97.0,105.0,8.24742268041237,8.24742268041237
Taylor Ward,2023.0,49.0,58.0,18.367346938775512,18.367346938775512
Eddie Rosario,2023.0,64.0,54.0,-15.625,15.625
Wil Myers,2023.0,9.0,10.0,11.11111111111111,11.11111111111111
Nick Madrigal,2023.0,29.0,27.0,-6.896551724137931,6.896551724137931
Brett Wisely,2023.0,7.0,12.0,71.42857142857143,71.42857142857143
Pablo Reyes,2023.0,22.0,21.0,-4.545454545454546,4.545454545454546
Nick Allen,2023.0,23.0,29.0,26.08695652173913,26.08695652173913
Miguel Vargas,2023.0,28.0,36.0,28.57142857142857,28.57142857142857
Logan O'Hoppe,2023.0,26.0,28.0,7.6923076923076925,7.6923076923076925
Oswaldo Cabrera,2023.0,26.0,34.0,30.76923076923077,30.76923076923077
Mark Canha,2023.0,61.0,64.0,4.918032786885246,4.918032786885246
Jonathan India,2023.0,62.0,70.0,12.903225806451612,12.903225806451612
Shohei Ohtani,2023.0,135.0,103.0,-23.703703703703706,23.703703703703706
Lars Nootbaar,2023.0,68.0,70.0,2.941176470588235,2.941176470588235
Robbie Grossman,2023.0,48.0,52.0,8.333333333333332,8.333333333333332
Joey Wendle,2023.0,23.0,30.0,30.434782608695656,30.434782608695656
Tommy Pham,2023.0,66.0,75.0,13.636363636363635,13.636363636363635
George Springer,2023.0,82.0,91.0,10.975609756097562,10.975609756097562
Bryan Reynolds,2023.0,88.0,99.0,12.5,12.5
Ian Happ,2023.0,91.0,97.0,6.593406593406594,6.593406593406594
Patrick Wisdom,2023.0,38.0,45.0,18.421052631578945,18.421052631578945
Austin Slater,2023.0,25.0,24.0,-4.0,4.0
Ronny Mauricio,2023.0,12.0,6.0,-50.0,50.0
Ryan O'Hearn,2023.0,53.0,55.0,3.7735849056603774,3.7735849056603774
Luis Matos,2023.0,25.0,27.0,8.0,8.0
Bryan De La Cruz,2023.0,73.0,78.0,6.8493150684931505,6.8493150684931505
Trent Grisham,2023.0,53.0,74.0,39.62264150943396,39.62264150943396
Dylan Moore,2023.0,18.0,19.0,5.555555555555555,5.555555555555555
Zach Neto,2023.0,30.0,37.0,23.333333333333332,23.333333333333332
Isiah Kiner-Falefa,2023.0,34.0,39.0,14.705882352941178,14.705882352941178
Nicky Lopez,2023.0,22.0,25.0,13.636363636363635,13.636363636363635
Christian Arroyo,2023.0,18.0,19.0,5.555555555555555,5.555555555555555
Ketel Marte,2023.0,99.0,93.0,-6.0606060606060606,6.0606060606060606
Lenyn Sosa,2023.0,12.0,17.0,41.66666666666667,41.66666666666667
Xander Bogaerts,2023.0,94.0,81.0,-13.829787234042554,13.829787234042554
Dylan Carlson,2023.0,23.0,31.0,34.78260869565217,34.78260869565217
Jake Cave,2023.0,18.0,24.0,33.33333333333333,33.33333333333333
Tucupita Marcano,2023.0,19.0,28.0,47.368421052631575,47.368421052631575
Kyle Isbel,2023.0,32.0,34.0,6.25,6.25
Adam Duvall,2023.0,51.0,37.0,-27.450980392156865,27.450980392156865
Nick Fortes,2023.0,22.0,32.0,45.45454545454545,45.45454545454545
Yainer Diaz,2023.0,58.0,49.0,-15.517241379310345,15.517241379310345
Christian Encarnacion-Strand,2023.0,34.0,27.0,-20.588235294117645,20.588235294117645
Willy Adames,2023.0,69.0,80.0,15.942028985507244,15.942028985507244
Jorge Polanco,2023.0,47.0,48.0,2.127659574468085,2.127659574468085
MJ Melendez,2023.0,66.0,82.0,24.242424242424242,24.242424242424242
Ozzie Albies,2023.0,104.0,93.0,-10.576923076923077,10.576923076923077
Bryce Harper,2023.0,92.0,86.0,-6.521739130434782,6.521739130434782
Charlie Blackmon,2023.0,56.0,48.0,-14.285714285714285,14.285714285714285
Kody Clemens,2023.0,14.0,11.0,-21.428571428571427,21.428571428571427
Wander Franco,2023.0,73.0,74.0,1.36986301369863,1.36986301369863
Jeimer Candelario,2023.0,78.0,70.0,-10.256410256410255,10.256410256410255
Austin Hays,2023.0,76.0,64.0,-15.789473684210526,15.789473684210526
Lawrence Butler,2023.0,10.0,11.0,10.0,10.0
Christian Bethancourt,2023.0,31.0,31.0,0.0,0.0
Randal Grichuk,2023.0,62.0,57.0,-8.064516129032258,8.064516129032258
Blake Sabol,2023.0,35.0,34.0,-2.857142857142857,2.857142857142857
Jean Segura,2023.0,23.0,35.0,52.17391304347826,52.17391304347826
Davis Schneider,2023.0,27.0,22.0,-18.51851851851852,18.51851851851852
Max Kepler,2023.0,69.0,76.0,10.144927536231885,10.144927536231885
Bo Naylor,2023.0,33.0,35.0,6.0606060606060606,6.0606060606060606
Luis Rengifo,2023.0,58.0,54.0,-6.896551724137931,6.896551724137931
Jeff McNeil,2023.0,72.0,64.0,-11.11111111111111,11.11111111111111
Spencer Torkelson,2023.0,84.0,110.0,30.952380952380953,30.952380952380953
Brandon Lowe,2023.0,55.0,59.0,7.2727272727272725,7.2727272727272725
Trayce Thompson,2023.0,13.0,16.0,23.076923076923077,23.076923076923077
Rodolfo Castro,2023.0,19.0,23.0,21.052631578947366,21.052631578947366
Kevin Smith,2023.0,10.0,9.0,-10.0,10.0
Seth Brown,2023.0,40.0,47.0,17.5,17.5
Alex Verdugo,2023.0,73.0,76.0,4.10958904109589,4.10958904109589
Michael Massey,2023.0,44.0,57.0,29.545454545454547,29.545454545454547
Mike Tauchman,2023.0,47.0,52.0,10.638297872340425,10.638297872340425
Aaron Hicks,2023.0,38.0,34.0,-10.526315789473683,10.526315789473683
Andrew Benintendi,2023.0,67.0,65.0,-2.9850746268656714,2.9850746268656714
Ryan Noda,2023.0,58.0,63.0,8.620689655172415,8.620689655172415
Jake Bauers,2023.0,28.0,39.0,39.285714285714285,39.285714285714285
Brett Baty,2023.0,31.0,42.0,35.483870967741936,35.483870967741936
Nathaniel Lowe,2023.0,92.0,103.0,11.956521739130435,11.956521739130435
Alex Kirilloff,2023.0,42.0,33.0,-21.428571428571427,21.428571428571427
Mookie Betts,2023.0,139.0,126.0,-9.352517985611511,9.352517985611511
Nick Maton,2023.0,21.0,33.0,57.14285714285714,57.14285714285714
Geraldo Perdomo,2023.0,53.0,47.0,-11.320754716981133,11.320754716981133
Rafael Ortega,2023.0,11.0,11.0,0.0,0.0
Tim Anderson,2023.0,43.0,54.0,25.581395348837212,25.581395348837212
Yuli Gurriel,2023.0,34.0,35.0,2.941176470588235,2.941176470588235
Jake Rogers,2023.0,41.0,40.0,-2.4390243902439024,2.4390243902439024
Nick Castellanos,2023.0,94.0,76.0,-19.148936170212767,19.148936170212767
Gabriel Moreno,2023.0,48.0,45.0,-6.25,6.25
Will Smith,2023.0,72.0,79.0,9.722222222222223,9.722222222222223
JJ Bleday,2023.0,29.0,36.0,24.137931034482758,24.137931034482758
Eduardo Escobar,2023.0,27.0,26.0,-3.7037037037037033,3.7037037037037033
Danny Jansen,2023.0,37.0,41.0,10.81081081081081,10.81081081081081
Jonah Bride,2023.0,4.0,6.0,50.0,50.0
Brendan Donovan,2023.0,49.0,49.0,0.0,0.0
Emmanuel Rivera,2023.0,30.0,35.0,16.666666666666664,16.666666666666664
Billy McKinney,2023.0,17.0,21.0,23.52941176470588,23.52941176470588
Ke'Bryan Hayes,2023.0,68.0,68.0,0.0,0.0
Bo Bichette,2023.0,91.0,85.0,-6.593406593406594,6.593406593406594
Jason Heyward,2023.0,53.0,47.0,-11.320754716981133,11.320754716981133
Starling Marte,2023.0,32.0,38.0,18.75,18.75
Connor Joe,2023.0,55.0,58.0,5.454545454545454,5.454545454545454
Brent Rooker,2023.0,73.0,69.0,-5.47945205479452,5.47945205479452
Jackie Bradley Jr.,2023.0,4.0,9.0,125.0,125.0
Freddy Fermin,2023.0,32.0,35.0,9.375,9.375
Lourdes Gurriel Jr.,2023.0,78.0,87.0,11.538461538461538,11.538461538461538
Rob Refsnyder,2023.0,24.0,27.0,12.5,12.5
Matt Duffy,2023.0,19.0,18.0,-5.263157894736842,5.263157894736842
David Fry,2023.0,13.0,16.0,23.076923076923077,23.076923076923077
Edouard Julien,2023.0,60.0,56.0,-6.666666666666667,6.666666666666667
Adley Rutschman,2023.0,95.0,103.0,8.421052631578947,8.421052631578947
Ildemaro Vargas,2023.0,29.0,30.0,3.4482758620689653,3.4482758620689653
Mike Yastrzemski,2023.0,47.0,51.0,8.51063829787234,8.51063829787234
Cal Raleigh,2023.0,71.0,74.0,4.225352112676056,4.225352112676056
David Peralta,2023.0,45.0,53.0,17.77777777777778,17.77777777777778
Brandon Drury,2023.0,71.0,61.0,-14.084507042253522,14.084507042253522
Tyler Stephenson,2023.0,55.0,60.0,9.090909090909092,9.090909090909092
Jose Altuve,2023.0,75.0,51.0,-32.0,32.0
Jonathan Schoop,2023.0,10.0,12.0,20.0,20.0
Max Muncy,2023.0,75.0,86.0,14.666666666666666,14.666666666666666
Juan Soto,2023.0,122.0,142.0,16.39344262295082,16.39344262295082
Santiago Espinal,2023.0,23.0,23.0,0.0,0.0
Paul DeJong,2023.0,32.0,31.0,-3.125,3.125
Rougned Odor,2023.0,14.0,20.0,42.857142857142854,42.857142857142854
Josh Jung,2023.0,67.0,63.0,-5.970149253731343,5.970149253731343
Nolan Schanuel,2023.0,14.0,16.0,14.285714285714285,14.285714285714285
Hunter Renfroe,2023.0,61.0,61.0,0.0,0.0
Trevor Larnach,2023.0,24.0,25.0,4.166666666666666,4.166666666666666
J.P. Crawford,2023.0,88.0,84.0,-4.545454545454546,4.545454545454546
Willson Contreras,2023.0,68.0,69.0,1.4705882352941175,1.4705882352941175
Josh Rojas,2023.0,35.0,35.0,0.0,0.0
Aaron Judge,2023.0,92.0,95.0,3.260869565217391,3.260869565217391
Freddie Freeman,2023.0,150.0,118.0,-21.333333333333336,21.333333333333336
Kolten Wong,2023.0,14.0,23.0,64.28571428571429,64.28571428571429
Mitch Haniger,2023.0,20.0,27.0,35.0,35.0
Anthony Santander,2023.0,90.0,98.0,8.88888888888889,8.88888888888889
Dominic Canzone,2023.0,18.0,20.0,11.11111111111111,11.11111111111111
Carlos Correa,2023.0,63.0,79.0,25.396825396825395,25.396825396825395
Corey Dickerson,2023.0,14.0,14.0,0.0,0.0
Jose Miranda,2023.0,11.0,15.0,36.36363636363637,36.36363636363637
Kyle Tucker,2023.0,115.0,121.0,5.217391304347826,5.217391304347826
Alec Bohm,2023.0,80.0,83.0,3.75,3.75
Elehuris Montero,2023.0,34.0,21.0,-38.23529411764706,38.23529411764706
Jorge Soler,2023.0,87.0,88.0,1.1494252873563218,1.1494252873563218
Joey Gallo,2023.0,37.0,41.0,10.81081081081081,10.81081081081081
Adam Frazier,2023.0,48.0,42.0,-12.5,12.5
Kyle Farmer,2023.0,40.0,36.0,-10.0,10.0
Gavin Sheets,2023.0,28.0,40.0,42.857142857142854,42.857142857142854
Josh Harrison,2023.0,7.0,10.0,42.857142857142854,42.857142857142854
Anthony Rendon,2023.0,17.0,23.0,35.294117647058826,35.294117647058826
Elvis Andrus,2023.0,41.0,40.0,-2.4390243902439024,2.4390243902439024
Ryan Jeffers,2023.0,49.0,38.0,-22.448979591836736,22.448979591836736
William Contreras,2023.0,91.0,90.0,-1.098901098901099,1.098901098901099
Austin Barnes,2023.0,11.0,20.0,81.81818181818183,81.81818181818183
Harold Castro,2023.0,23.0,20.0,-13.043478260869565,13.043478260869565
Marcell Ozuna,2023.0,102.0,97.0,-4.901960784313726,4.901960784313726
Nolan Gorman,2023.0,63.0,67.0,6.349206349206349,6.349206349206349
Enmanuel Valdez,2023.0,20.0,20.0,0.0,0.0
Jason Delay,2023.0,18.0,16.0,-11.11111111111111,11.11111111111111
Kris Bryant,2023.0,33.0,37.0,12.121212121212121,12.121212121212121
Dominic Fletcher,2023.0,13.0,6.0,-53.84615384615385,53.84615384615385
Miguel Rojas,2023.0,36.0,44.0,22.22222222222222,22.22222222222222
Vladimir Guerrero Jr.,2023.0,90.0,112.0,24.444444444444443,24.444444444444443
Alan Trejo,2023.0,21.0,25.0,19.047619047619047,19.047619047619047
Gleyber Torres,2023.0,93.0,97.0,4.301075268817205,4.301075268817205
Paul Goldschmidt,2023.0,98.0,112.0,14.285714285714285,14.285714285714285
Christian Walker,2023.0,98.0,97.0,-1.0204081632653061,1.0204081632653061
Seby Zavala,2023.0,13.0,13.0,0.0,0.0
Joc Pederson,2023.0,51.0,69.0,35.294117647058826,35.294117647058826
Brian Anderson,2023.0,35.0,38.0,8.571428571428571,8.571428571428571
Francisco Alvarez,2023.0,46.0,54.0,17.391304347826086,17.391304347826086
Brendan Rodgers,2023.0,21.0,22.0,4.761904761904762,4.761904761904762
Alex Bregman,2023.0,98.0,104.0,6.122448979591836,6.122448979591836
Nick Pratto,2023.0,32.0,27.0,-15.625,15.625
Garrett Cooper,2023.0,54.0,50.0,-7.4074074074074066,7.4074074074074066
Manny Machado,2023.0,80.0,90.0,12.5,12.5
Mark Vientos,2023.0,20.0,20.0,0.0,0.0
Yordan Alvarez,2023.0,94.0,90.0,-4.25531914893617,4.25531914893617
Jared Walsh,2023.0,6.0,6.0,0.0,0.0
Austin Nola,2023.0,6.0,15.0,150.0,150.0
Corey Seager,2023.0,116.0,100.0,-13.793103448275861,13.793103448275861
Matt Olson,2023.0,143.0,139.0,-2.797202797202797,2.797202797202797
Tony Kemp,2023.0,34.0,40.0,17.647058823529413,17.647058823529413
Riley Adams,2023.0,22.0,11.0,-50.0,50.0
Gio Urshela,2023.0,26.0,27.0,3.8461538461538463,3.8461538461538463
Patrick Bailey,2023.0,33.0,39.0,18.181818181818183,18.181818181818183
Masataka Yoshida,2023.0,81.0,77.0,-4.938271604938271,4.938271604938271
Evan Longoria,2023.0,27.0,26.0,-3.7037037037037033,3.7037037037037033
Yan Gomes,2023.0,48.0,47.0,-2.083333333333333,2.083333333333333
Brandon Belt,2023.0,61.0,54.0,-11.475409836065573,11.475409836065573
Luis Arraez,2023.0,105.0,63.0,-40.0,40.0
Pavin Smith,2023.0,19.0,29.0,52.63157894736842,52.63157894736842
Jonathan Aranda,2023.0,11.0,3.0,-72.72727272727273,72.72727272727273
James McCann,2023.0,20.0,19.0,-5.0,5.0
Travis d'Arnaud,2023.0,30.0,36.0,20.0,20.0
Michael Conforto,2023.0,52.0,61.0,17.307692307692307,17.307692307692307
Isaac Paredes,2023.0,79.0,63.0,-20.253164556962027,20.253164556962027
J.D. Martinez,2023.0,80.0,70.0,-12.5,12.5
Jon Singleton,2023.0,6.0,9.0,50.0,50.0
Tom Murphy,2023.0,26.0,20.0,-23.076923076923077,23.076923076923077
LaMonte Wade Jr.,2023.0,66.0,75.0,13.636363636363635,13.636363636363635
Mike Zunino,2023.0,10.0,8.0,-20.0,20.0
Rafael Devers,2023.0,100.0,118.0,18.0,18.0
Miguel Amaya,2023.0,13.0,18.0,38.46153846153847,38.46153846153847
Pete Alonso,2023.0,85.0,89.0,4.705882352941177,4.705882352941177
Luke Maile,2023.0,20.0,24.0,20.0,20.0
Sean Murphy,2023.0,60.0,67.0,11.666666666666666,11.666666666666666
Josh Bell,2023.0,74.0,86.0,16.216216216216218,16.216216216216218
David Villar,2023.0,8.0,15.0,87.5,87.5
Carlos Santana,2023.0,77.0,82.0,6.493506493506493,6.493506493506493
Orlando Arcia,2023.0,66.0,68.0,3.0303030303030303,3.0303030303030303
Reese McGuire,2023.0,21.0,16.0,-23.809523809523807,23.809523809523807
Andrew Knizner,2023.0,27.0,23.0,-14.814814814814813,14.814814814814813
Ryan McMahon,2023.0,76.0,81.0,6.578947368421052,6.578947368421052
Josh Naylor,2023.0,79.0,67.0,-15.18987341772152,15.18987341772152
Jonah Heim,2023.0,64.0,64.0,0.0,0.0
Vinnie Pasquantino,2023.0,32.0,35.0,9.375,9.375
J.D. Davis,2023.0,64.0,69.0,7.8125,7.8125
Brandon Crawford,2023.0,24.0,40.0,66.66666666666666,66.66666666666666
Dominic Smith,2023.0,61.0,64.0,4.918032786885246,4.918032786885246
Luis Campusano,2023.0,28.0,24.0,-14.285714285714285,14.285714285714285
Mitch Garver,2023.0,54.0,49.0,-9.25925925925926,9.25925925925926
Tyler Nevin,2023.0,8.0,13.0,62.5,62.5
Carson Kelly,2023.0,11.0,8.0,-27.27272727272727,27.27272727272727
DJ LeMahieu,2023.0,63.0,69.0,9.523809523809524,9.523809523809524
Tyler Soderstrom,2023.0,7.0,8.0,14.285714285714285,14.285714285714285
Alec Burleson,2023.0,37.0,45.0,21.62162162162162,21.62162162162162
Joey Meneses,2023.0,78.0,79.0,1.282051282051282,1.282051282051282
Joey Votto,2023.0,26.0,32.0,23.076923076923077,23.076923076923077
Kyle Higashioka,2023.0,28.0,30.0,7.142857142857142,7.142857142857142
Jurickson Profar,2023.0,54.0,59.0,9.25925925925926,9.25925925925926
Luis Guillorme,2023.0,10.0,11.0,10.0,10.0
Andrew Vaughn,2023.0,73.0,81.0,10.95890410958904,10.95890410958904
Trey Mancini,2023.0,23.0,22.0,-4.3478260869565215,4.3478260869565215
Cam Gallagher,2023.0,4.0,11.0,175.0,175.0
Donovan Solano,2023.0,54.0,53.0,-1.8518518518518516,1.8518518518518516
Jose Herrera,2023.0,8.0,10.0,25.0,25.0
Jordan Diaz,2023.0,26.0,29.0,11.538461538461538,11.538461538461538
Matt Carpenter,2023.0,20.0,32.0,60.0,60.0
Justin Turner,2023.0,86.0,85.0,-1.1627906976744187,1.1627906976744187
Mike Moustakas,2023.0,40.0,38.0,-5.0,5.0
Keibert Ruiz,2023.0,64.0,61.0,-4.6875,4.6875
Willie Calhoun,2023.0,17.0,15.0,-11.76470588235294,11.76470588235294
Eric Hosmer,2023.0,9.0,9.0,0.0,0.0
Kole Calhoun,2023.0,16.0,22.0,37.5,37.5
Ty France,2023.0,65.0,79.0,21.53846153846154,21.53846153846154
Victor Caratini,2023.0,25.0,23.0,-8.0,8.0
Kyle Schwarber,2023.0,93.0,109.0,17.20430107526882,17.20430107526882
C.J. Cron,2023.0,33.0,33.0,0.0,0.0
